MachineKey,StoreKey,MachineType,MachineName,MachineDescription,VendorName,MachineOS,MachineSource,MachineHardware,MachineSoftware,Status,ServiceStartDate,DecommissionDate,LastModifiedDate
529,84,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2004-06-22 00:00:00.000,2010-06-16 00:00:00.000,2009-06-16 00:00:00.000
530,84,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2004-06-22 00:00:00.000,2011-06-17 00:00:00.000,2009-06-17 00:00:00.000
531,84,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2004-06-22 00:00:00.000,2015-01-01 00:00:00.000,2009-07-10 00:00:00.000
532,84,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2004-06-22 00:00:00.000,2014-06-16 00:00:00.000,2009-06-16 00:00:00.000
533,85,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2004-07-23 00:00:00.000,2010-06-16 00:00:00.000,2009-06-16 00:00:00.000
534,85,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2004-07-23 00:00:00.000,2011-06-17 00:00:00.000,2009-06-17 00:00:00.000
535,85,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2004-07-23 00:00:00.000,2015-01-01 00:00:00.000,2009-07-10 00:00:00.000
536,85,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2004-07-23 00:00:00.000,2014-06-16 00:00:00.000,2009-06-16 00:00:00.000
537,85,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2004-07-23 00:00:00.000,2010-06-16 00:00:00.000,2009-06-16 00:00:00.000
538,85,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2004-07-23 00:00:00.000,2011-06-17 00:00:00.000,2009-06-17 00:00:00.000
539,85,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2004-07-23 00:00:00.000,2015-01-01 00:00:00.000,2009-07-10 00:00:00.000
540,85,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2004-07-23 00:00:00.000,2014-06-16 00:00:00.000,2009-07-10 00:00:00.000
541,86,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2004-08-24 00:00:00.000,2010-06-16 00:00:00.000,2009-06-16 00:00:00.000
542,86,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2004-08-24 00:00:00.000,2011-06-17 00:00:00.000,2009-06-17 00:00:00.000
543,86,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2004-08-24 00:00:00.000,2015-01-01 00:00:00.000,2009-07-10 00:00:00.000
544,86,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2004-08-24 00:00:00.000,2014-06-16 00:00:00.000,2009-06-16 00:00:00.000
545,86,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2004-08-24 00:00:00.000,2010-06-16 00:00:00.000,2009-06-16 00:00:00.000
546,86,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2004-08-24 00:00:00.000,2011-06-17 00:00:00.000,2009-06-17 00:00:00.000
547,86,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2004-08-24 00:00:00.000,2015-01-01 00:00:00.000,2009-07-10 00:00:00.000
548,86,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2004-08-24 00:00:00.000,2014-06-16 00:00:00.000,2009-06-16 00:00:00.000
549,86,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2004-08-24 00:00:00.000,2010-06-16 00:00:00.000,2009-06-16 00:00:00.000
550,86,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2004-08-24 00:00:00.000,2011-06-17 00:00:00.000,2009-06-17 00:00:00.000
551,86,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2004-08-24 00:00:00.000,2015-01-01 00:00:00.000,2009-07-10 00:00:00.000
552,86,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2004-08-24 00:00:00.000,2014-06-16 00:00:00.000,2009-07-10 00:00:00.000
553,87,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2004-08-25 00:00:00.000,2010-06-16 00:00:00.000,2009-07-06 00:00:00.000
554,87,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2004-08-25 00:00:00.000,2011-06-17 00:00:00.000,2009-07-06 00:00:00.000
555,87,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2004-08-25 00:00:00.000,2015-01-01 00:00:00.000,2009-07-06 00:00:00.000
556,87,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2004-08-25 00:00:00.000,2014-06-16 00:00:00.000,2009-07-06 00:00:00.000
557,87,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2004-08-25 00:00:00.000,2010-06-16 00:00:00.000,2009-07-06 00:00:00.000
558,87,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2004-08-25 00:00:00.000,2011-06-17 00:00:00.000,2009-07-10 00:00:00.000
559,87,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2004-08-25 00:00:00.000,2015-01-01 00:00:00.000,2009-07-10 00:00:00.000
560,87,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2004-08-25 00:00:00.000,2014-06-16 00:00:00.000,2009-07-10 00:00:00.000
561,87,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2004-08-25 00:00:00.000,2010-06-16 00:00:00.000,2009-07-10 00:00:00.000
562,87,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2004-08-25 00:00:00.000,2011-06-17 00:00:00.000,2009-07-10 00:00:00.000
563,88,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2004-10-26 00:00:00.000,2015-01-01 00:00:00.000,2009-07-10 00:00:00.000
564,88,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2004-10-26 00:00:00.000,2014-06-16 00:00:00.000,2009-07-10 00:00:00.000
565,88,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2004-10-26 00:00:00.000,2010-06-16 00:00:00.000,2009-06-16 00:00:00.000
566,88,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2004-10-26 00:00:00.000,2011-06-17 00:00:00.000,2009-06-17 00:00:00.000
567,88,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2004-10-26 00:00:00.000,2015-01-01 00:00:00.000,2009-07-10 00:00:00.000
568,88,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2004-10-26 00:00:00.000,2014-06-16 00:00:00.000,2009-06-16 00:00:00.000
569,88,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2004-10-26 00:00:00.000,2010-06-16 00:00:00.000,2009-06-16 00:00:00.000
570,88,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2004-10-26 00:00:00.000,2011-06-17 00:00:00.000,2009-06-17 00:00:00.000
571,89,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2004-11-27 00:00:00.000,2015-01-01 00:00:00.000,2009-07-10 00:00:00.000
572,89,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2004-11-27 00:00:00.000,2014-06-16 00:00:00.000,2009-06-16 00:00:00.000
573,89,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2004-11-27 00:00:00.000,2010-06-16 00:00:00.000,2009-06-16 00:00:00.000
574,89,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2004-11-27 00:00:00.000,2011-06-17 00:00:00.000,2009-06-17 00:00:00.000
575,89,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2004-11-27 00:00:00.000,2015-01-01 00:00:00.000,2009-07-10 00:00:00.000
576,89,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2004-11-27 00:00:00.000,2014-06-16 00:00:00.000,2009-06-16 00:00:00.000
577,89,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2004-11-27 00:00:00.000,2010-06-16 00:00:00.000,2009-06-16 00:00:00.000
578,89,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2004-11-27 00:00:00.000,2011-06-17 00:00:00.000,2009-06-17 00:00:00.000
579,89,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2004-11-27 00:00:00.000,2015-01-01 00:00:00.000,2009-07-10 00:00:00.000
580,89,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2004-11-27 00:00:00.000,2014-06-16 00:00:00.000,2009-06-16 00:00:00.000
581,89,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2004-11-27 00:00:00.000,2010-06-16 00:00:00.000,2009-07-06 00:00:00.000
582,89,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2004-11-27 00:00:00.000,2011-06-17 00:00:00.000,2009-07-06 00:00:00.000
583,90,POS03,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2008-12-02 00:00:00.000,2015-01-01 00:00:00.000,2009-07-10 00:00:00.000
584,90,POS03,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2008-12-02 00:00:00.000,2014-06-16 00:00:00.000,2009-07-10 00:00:00.000
585,90,POS03,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2008-12-02 00:00:00.000,2010-06-16 00:00:00.000,2009-07-10 00:00:00.000
586,90,POS03,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2008-12-02 00:00:00.000,2011-06-17 00:00:00.000,2009-07-10 00:00:00.000
587,90,POS03,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2008-12-02 00:00:00.000,2015-01-01 00:00:00.000,2009-07-10 00:00:00.000
588,90,POS03,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2008-12-02 00:00:00.000,2014-06-16 00:00:00.000,2009-07-10 00:00:00.000
589,90,POS03,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2008-12-02 00:00:00.000,2010-06-16 00:00:00.000,2009-06-16 00:00:00.000
590,90,POS03,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2008-12-02 00:00:00.000,2011-06-17 00:00:00.000,2009-06-17 00:00:00.000
591,90,POS03,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2008-12-02 00:00:00.000,2015-01-01 00:00:00.000,2009-07-10 00:00:00.000
592,90,POS03,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2008-12-02 00:00:00.000,2014-06-16 00:00:00.000,2009-06-16 00:00:00.000
593,91,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2003-01-29 00:00:00.000,2010-06-16 00:00:00.000,2009-06-16 00:00:00.000
594,91,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2003-01-29 00:00:00.000,2011-06-17 00:00:00.000,2009-06-17 00:00:00.000
595,91,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2003-01-29 00:00:00.000,2015-01-01 00:00:00.000,2009-07-10 00:00:00.000
596,91,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2003-01-29 00:00:00.000,2014-06-16 00:00:00.000,2009-06-16 00:00:00.000
597,91,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2003-01-29 00:00:00.000,2010-06-16 00:00:00.000,2009-06-16 00:00:00.000
598,91,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2003-01-29 00:00:00.000,2011-06-17 00:00:00.000,2008-12-10 00:00:00.000
599,91,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2003-01-29 00:00:00.000,2015-01-01 00:00:00.000,2009-07-10 00:00:00.000
600,91,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2003-01-29 00:00:00.000,2014-06-16 00:00:00.000,2009-07-06 00:00:00.000
601,92,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2003-01-30 00:00:00.000,2010-06-16 00:00:00.000,2009-07-06 00:00:00.000
602,92,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2003-01-30 00:00:00.000,2011-06-17 00:00:00.000,2009-07-06 00:00:00.000
603,92,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2003-01-30 00:00:00.000,2015-01-01 00:00:00.000,2009-07-06 00:00:00.000
604,92,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2003-01-30 00:00:00.000,2014-06-16 00:00:00.000,2009-07-06 00:00:00.000
605,92,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2003-01-30 00:00:00.000,2010-06-16 00:00:00.000,2009-07-10 00:00:00.000
606,92,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2003-01-30 00:00:00.000,2011-06-17 00:00:00.000,2009-07-10 00:00:00.000
607,92,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2003-01-30 00:00:00.000,2015-01-01 00:00:00.000,2009-07-10 00:00:00.000
608,92,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2003-01-30 00:00:00.000,2014-06-16 00:00:00.000,2009-07-10 00:00:00.000
609,92,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2003-01-30 00:00:00.000,2010-06-16 00:00:00.000,2009-07-10 00:00:00.000
610,92,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2003-01-30 00:00:00.000,2011-06-17 00:00:00.000,2009-07-10 00:00:00.000
611,92,POS01,Fabrikam Point of Sale 4-in-1,"Kit contains one convenient box, barcode scanner, receipt printer, cash drawer and keyboard.","Fabrikam, Inc.",Linux2.6,Store,"15"" LCD screen; 4 USB ports (USB 1.0)",Linux2.6,Used,2003-01-30 00:00:00.000,2015-01-01 00:00:00.000,2009-07-10 00:00:00.000
