ITSLAkey,DateKey,StoreKey,MachineKey,OutageKey,OutageStartTime,OutageEndTime,DownTime
939,2008-04-17,284,1878,424,2008-04-17 01:31:00,2008-04-17 02:27:00,56
940,2008-06-24,83,517,533,2008-06-24 14:02:00,2008-06-24 14:15:00,13
941,2008-06-12,182,1489,434,2008-06-12 02:34:00,2008-06-12 02:47:00,13
942,2008-05-23,122,883,404,2008-05-23 09:38:00,2008-05-23 10:23:00,45
943,2008-11-11,76,448,329,2008-11-11 04:27:00,2008-11-11 05:22:00,55
944,2008-01-10,76,448,446,2008-01-10 06:02:00,2008-01-10 06:44:00,42
945,2008-08-09,292,1920,524,2008-08-09 11:49:00,2008-08-09 12:23:00,34
946,2008-12-22,9,86,305,2008-12-22 06:42:00,2008-12-22 07:33:00,51
947,2008-10-02,250,1826,365,2008-10-02 13:16:00,2008-10-02 13:21:00,5
948,2008-04-07,91,598,456,2008-04-07 13:49:00,2008-04-07 14:38:00,49
949,2008-01-07,290,1905,378,2008-01-07 18:15:00,2008-01-07 18:29:00,14
950,2008-07-23,233,1785,506,2008-07-23 09:51:00,2008-07-23 10:26:00,35
951,2008-07-23,243,2832,392,2008-07-23 07:35:00,2008-07-23 08:07:00,32
952,2008-03-25,13,130,568,2008-03-25 09:24:00,2008-03-25 09:58:00,34
953,2008-08-27,11,107,341,2008-08-27 18:55:00,2008-08-27 19:30:00,35
954,2008-09-19,202,2085,342,2008-09-19 16:16:00,2008-09-19 16:41:00,25
955,2008-06-18,195,1622,456,2008-06-18 04:08:00,2008-06-18 05:02:00,54
956,2008-09-05,132,986,420,2008-09-05 05:17:00,2008-09-05 05:57:00,40
957,2008-01-26,231,1773,365,2008-01-26 03:09:00,2008-01-26 03:18:00,9
958,2008-09-14,215,1705,386,2008-09-14 20:05:00,2008-09-14 20:18:00,13
959,2008-05-30,69,398,449,2008-05-30 06:05:00,2008-05-30 06:38:00,33
960,2008-05-14,202,2087,335,2008-05-14 17:02:00,2008-05-14 18:00:00,58
961,2008-01-27,44,2018,421,2008-01-27 14:19:00,2008-01-27 14:48:00,29
962,2008-04-28,20,194,341,2008-04-28 12:37:00,2008-04-28 12:44:00,7
963,2008-10-15,79,474,594,2008-10-15 19:05:00,2008-10-16 17:28:00,1343
964,2008-12-24,78,465,506,2008-12-24 12:23:00,2008-12-24 12:25:00,2
965,2008-09-12,100,679,353,2008-09-12 00:15:00,2008-09-12 00:28:00,13
966,2008-03-16,112,788,361,2008-03-16 16:17:00,2008-03-16 17:13:00,56
967,2008-01-06,227,1764,404,2008-01-06 06:16:00,2008-01-06 06:19:00,3
968,2008-02-05,62,2718,386,2008-02-05 16:20:00,2008-02-05 16:21:00,1
969,2008-01-04,176,1427,539,2008-01-04 16:09:00,2008-01-04 16:37:00,28
970,2008-06-01,269,2575,469,2008-06-01 16:11:00,2008-06-01 17:07:00,56
971,2008-09-15,136,1026,408,2008-09-15 18:05:00,2008-09-15 18:38:00,33
972,2008-08-30,141,1083,484,2008-08-30 11:39:00,2008-08-30 11:44:00,5
973,2008-03-11,52,2381,473,2008-03-11 15:46:00,2008-03-11 16:22:00,36
974,2008-05-15,55,2412,344,2008-05-15 16:04:00,2008-05-15 16:55:00,51
975,2008-02-08,86,546,493,2008-02-08 14:02:00,2008-02-08 14:56:00,54
976,2008-03-03,62,2723,312,2008-03-03 15:02:00,2008-03-03 15:30:00,28
977,2008-07-04,190,1566,318,2008-07-04 03:51:00,2008-07-04 04:06:00,15
978,2008-12-01,193,1595,458,2008-12-01 13:55:00,2008-12-01 14:31:00,36
979,2008-02-01,156,1228,392,2008-02-01 11:58:00,2008-02-01 12:36:00,38
980,2008-12-06,54,2405,485,2008-12-06 00:31:00,2008-12-06 01:05:00,34
981,2008-01-10,236,2151,344,2008-01-10 04:42:00,2008-01-10 05:21:00,39
982,2008-11-10,249,1815,565,2008-11-10 14:33:00,2008-11-10 15:32:00,59
983,2008-06-13,285,2250,420,2008-06-13 08:38:00,2008-06-13 09:34:00,56
984,2008-02-17,173,1398,420,2008-02-17 13:50:00,2008-02-17 13:56:00,6
985,2008-11-19,282,1860,533,2008-11-19 20:19:00,2008-11-19 20:24:00,5
986,2008-03-18,212,2775,421,2008-03-18 12:50:00,2008-03-18 13:18:00,28
987,2008-05-09,145,1122,345,2008-05-09 02:56:00,2008-05-09 03:13:00,17
988,2008-07-16,28,277,361,2008-07-16 18:55:00,2008-07-16 19:33:00,38
989,2008-11-04,40,1989,559,2008-11-04 17:07:00,2008-11-04 17:37:00,30
990,2008-07-27,27,268,409,2008-07-27 18:00:00,2008-07-27 18:14:00,14
991,2008-10-07,177,1438,398,2008-10-07 14:08:00,2008-10-07 14:19:00,11
992,2008-04-15,84,531,385,2008-04-15 20:33:00,2008-04-15 21:13:00,40
993,2008-11-22,129,962,423,2008-11-22 05:10:00,2008-11-22 05:58:00,48
994,2008-09-16,4,33,478,2008-09-16 14:16:00,2008-09-16 14:42:00,26
995,2008-03-30,151,1179,349,2008-03-30 18:13:00,2008-03-30 19:08:00,55
996,2008-06-28,187,1537,359,2008-06-28 04:22:00,2008-06-28 04:53:00,31
997,2008-07-04,245,2159,472,2008-07-04 08:15:00,2008-07-04 08:41:00,26
998,2008-04-10,103,709,308,2008-04-10 11:08:00,2008-04-10 11:32:00,24
999,2008-10-06,75,433,547,2008-10-06 16:36:00,2008-10-06 17:16:00,40
1000,2008-05-19,252,2510,582,2008-05-19 12:22:00,2008-05-19 13:04:00,42
1001,2008-06-04,142,1089,444,2008-06-04 14:56:00,2008-06-04 15:30:00,34
1002,2008-05-22,15,150,555,2008-05-22 15:20:00,2008-05-22 16:01:00,41
1003,2008-11-24,28,277,516,2008-11-24 03:01:00,2008-11-24 03:55:00,54
1004,2008-05-26,68,383,439,2008-05-26 02:31:00,2008-05-26 02:46:00,15
1005,2008-11-24,147,1143,326,2008-11-24 13:39:00,2008-11-24 14:36:00,57
1006,2008-06-07,137,1036,522,2008-06-07 01:16:00,2008-06-07 01:57:00,41
1007,2008-09-07,202,2086,402,2008-09-07 11:43:00,2008-09-07 12:22:00,39
1008,2008-01-18,153,1195,496,2008-01-18 13:42:00,2008-01-18 13:51:00,9
1009,2008-10-16,204,1673,360,2008-10-16 19:24:00,2008-10-16 19:34:00,10
1010,2008-10-26,112,785,467,2008-10-26 15:21:00,2008-10-26 15:57:00,36
1011,2008-12-13,4,33,328,2008-12-13 06:55:00,2008-12-13 07:47:00,52
1012,2008-01-16,105,725,347,2008-01-16 05:40:00,2008-01-16 05:55:00,15
1013,2008-06-15,220,1737,526,2008-06-15 14:45:00,2008-06-15 14:53:00,8
1014,2008-05-05,88,569,516,2008-05-05 05:07:00,2008-05-05 05:44:00,37
1015,2008-02-15,7,70,372,2008-02-15 16:25:00,2008-02-15 17:20:00,55
1016,2008-10-24,75,439,534,2008-10-24 05:39:00,2008-10-24 06:38:00,59
1017,2008-06-21,1,11,408,2008-06-21 16:52:00,2008-06-21 17:20:00,28
1018,2008-08-28,163,1299,321,2008-08-28 15:26:00,2008-08-28 15:41:00,15
1019,2008-03-08,108,744,454,2008-03-08 20:27:00,2008-03-08 21:16:00,49
1020,2008-09-15,67,376,293,2008-09-15 11:27:00,2008-09-15 12:20:00,53
1021,2008-09-26,149,1163,365,2008-09-26 04:47:00,2008-09-26 05:46:00,59
1022,2008-11-11,150,1165,308,2008-11-11 07:21:00,2008-11-11 07:51:00,30
1023,2008-03-31,119,855,529,2008-03-31 10:34:00,2008-03-31 11:12:00,38
1024,2008-08-07,34,335,305,2008-08-07 13:56:00,2008-08-07 14:47:00,51
1025,2008-05-31,245,2155,390,2008-05-31 08:32:00,2008-05-31 08:58:00,26
1026,2008-04-09,163,1298,371,2008-04-09 08:27:00,2008-04-09 09:13:00,46
1027,2008-07-31,77,457,362,2008-07-31 18:48:00,2008-07-31 19:46:00,58
1028,2008-07-24,238,2797,413,2008-07-24 05:28:00,2008-07-24 05:29:00,1
1029,2008-05-12,207,1675,389,2008-05-12 02:40:00,2008-05-12 03:11:00,31
1030,2008-02-11,134,1013,516,2008-02-11 04:11:00,2008-02-11 04:22:00,11
1031,2008-04-26,173,1398,314,2008-04-26 15:26:00,2008-04-26 16:00:00,34
1032,2008-05-02,191,1573,320,2008-05-02 02:08:00,2008-05-02 02:28:00,20
1033,2008-10-23,70,2055,327,2008-10-23 13:28:00,2008-10-23 14:21:00,53
1034,2008-03-28,13,128,557,2008-03-28 06:04:00,2008-03-28 06:20:00,16
1035,2008-07-01,116,824,376,2008-07-01 17:58:00,2008-07-01 18:15:00,17
1036,2008-10-16,220,1736,326,2008-10-16 08:56:00,2008-10-16 09:34:00,38
1037,2008-11-06,31,310,335,2008-11-06 02:48:00,2008-11-06 03:08:00,20
1038,2008-04-15,295,2270,425,2008-04-15 04:13:00,2008-04-15 05:09:00,56
1039,2008-06-15,51,2371,525,2008-06-15 12:12:00,2008-06-15 12:25:00,13
1040,2008-11-24,23,227,467,2008-11-24 20:01:00,2008-11-24 20:52:00,51
1041,2008-12-30,161,1283,340,2008-12-30 01:56:00,2008-12-30 01:59:00,3
1042,2008-11-24,282,1863,405,2008-11-24 06:57:00,2008-11-24 07:11:00,14
1043,2008-04-05,298,1943,518,2008-04-05 11:59:00,2008-04-05 12:50:00,51
1044,2008-05-06,243,2828,472,2008-05-06 06:46:00,2008-05-06 07:02:00,16
1045,2008-06-17,120,867,372,2008-06-17 01:58:00,2008-06-17 02:57:00,59
1046,2008-11-16,242,2816,459,2008-11-16 12:23:00,2008-11-16 13:07:00,44
1047,2008-03-05,131,974,510,2008-03-05 03:02:00,2008-03-05 03:05:00,3
1048,2008-03-12,121,875,330,2008-03-12 05:15:00,2008-03-12 05:54:00,39
1049,2008-07-09,91,595,355,2008-07-09 02:03:00,2008-07-09 02:37:00,34
1050,2008-07-06,5,51,558,2008-07-06 12:00:00,2008-07-06 12:09:00,9
1051,2008-08-06,114,812,398,2008-08-06 20:31:00,2008-08-06 21:06:00,35
1052,2008-08-18,159,1260,391,2008-08-18 01:58:00,2008-08-18 02:40:00,42
1053,2008-09-27,281,2632,430,2008-09-27 02:43:00,2008-09-27 03:27:00,44
1054,2008-08-24,239,1793,551,2008-08-24 20:06:00,2008-08-24 20:10:00,4
1055,2008-10-21,182,1487,294,2008-10-21 06:28:00,2008-10-21 06:58:00,30
1056,2008-08-13,64,2747,420,2008-08-13 08:29:00,2008-08-13 09:04:00,35
1057,2008-03-04,194,1612,470,2008-03-04 02:51:00,2008-03-04 03:35:00,44
1058,2008-06-18,210,2762,490,2008-06-18 18:03:00,2008-06-18 18:38:00,35
1059,2008-08-04,204,1665,544,2008-08-04 20:18:00,2008-08-04 20:24:00,6
1060,2008-04-14,224,1739,344,2008-04-14 10:11:00,2008-04-14 10:31:00,20
1061,2008-05-31,144,1109,352,2008-05-31 05:41:00,2008-05-31 05:43:00,2
1062,2008-04-23,163,1300,452,2008-04-23 01:13:00,2008-04-23 02:07:00,54
1063,2008-04-22,36,1946,368,2008-04-22 20:17:00,2008-04-22 20:38:00,21
1064,2008-10-20,243,2825,360,2008-10-20 00:37:00,2008-10-20 01:12:00,35
1065,2008-11-09,62,2725,367,2008-11-09 06:04:00,2008-11-09 06:33:00,29
1066,2008-01-18,14,139,337,2008-01-18 01:34:00,2008-01-18 01:46:00,12
1067,2008-09-30,240,2500,344,2008-09-30 09:51:00,2008-09-30 09:56:00,5
1068,2008-10-04,73,417,457,2008-10-04 03:11:00,2008-10-04 03:49:00,38
1069,2008-03-20,80,489,400,2008-03-20 13:41:00,2008-03-20 14:02:00,21
1070,2008-12-06,243,2831,341,2008-12-06 16:23:00,2008-12-06 17:18:00,55
1071,2008-09-08,100,681,300,2008-09-08 02:26:00,2008-09-08 02:49:00,23
1072,2008-10-17,4,38,354,2008-10-17 07:24:00,2008-10-17 08:17:00,53
1073,2008-09-26,190,1571,293,2008-09-26 12:09:00,2008-09-26 12:59:00,50
1074,2008-05-27,230,1767,371,2008-05-27 20:06:00,2008-05-27 20:51:00,45
1075,2008-09-26,121,877,527,2008-09-26 17:33:00,2008-09-26 18:28:00,55
1076,2008-01-15,43,2007,348,2008-01-15 16:14:00,2008-01-15 16:52:00,38
1077,2008-08-16,168,1346,368,2008-08-16 17:03:00,2008-08-16 18:02:00,59
1078,2008-05-08,149,1164,461,2008-05-08 04:51:00,2008-05-08 05:15:00,24
1079,2008-06-01,303,2672,396,2008-06-01 00:50:00,2008-06-01 01:24:00,34
1080,2008-05-02,198,1649,492,2008-05-02 07:53:00,2008-05-02 08:37:00,44
1081,2008-08-30,81,501,486,2008-08-30 05:34:00,2008-08-30 05:42:00,8
1082,2008-07-08,249,1810,532,2008-07-08 09:38:00,2008-07-08 09:49:00,11
1083,2008-03-03,253,2518,431,2008-03-03 17:57:00,2008-03-03 18:04:00,7
1084,2008-04-14,247,1805,325,2008-04-14 05:38:00,2008-04-14 05:54:00,16
1085,2008-09-14,177,1443,321,2008-09-14 02:35:00,2008-09-14 03:30:00,55
1086,2008-01-05,96,639,410,2008-01-05 13:35:00,2008-01-05 14:16:00,41
1087,2008-10-04,12,114,503,2008-10-04 01:21:00,2008-10-04 02:15:00,54
1088,2008-05-06,22,222,552,2008-05-06 01:20:00,2008-05-06 01:24:00,4
1089,2008-03-18,208,2432,536,2008-03-18 00:41:00,2008-03-18 01:18:00,37
1090,2008-12-16,183,1496,583,2008-12-16 09:34:00,2008-12-16 20:30:00,656
1091,2008-02-20,276,1851,454,2008-02-20 08:20:00,2008-02-20 08:50:00,30
1092,2008-10-08,11,108,296,2008-10-08 05:11:00,2008-10-08 05:12:00,1
1093,2008-11-27,80,483,420,2008-11-27 08:36:00,2008-11-27 08:52:00,16
1094,2008-08-21,91,599,463,2008-08-21 17:05:00,2008-08-21 17:33:00,28
1095,2008-07-10,215,1705,466,2008-07-10 01:51:00,2008-07-10 02:45:00,54
1096,2008-10-14,103,709,533,2008-10-14 16:01:00,2008-10-14 16:50:00,49
1097,2008-05-15,162,1290,425,2008-05-15 19:30:00,2008-05-15 20:29:00,59
1098,2008-12-21,128,950,536,2008-12-21 14:56:00,2008-12-21 15:39:00,43
1099,2008-05-08,73,416,556,2008-05-08 18:08:00,2008-05-08 18:27:00,19
1100,2008-12-04,185,1520,409,2008-12-04 11:44:00,2008-12-04 12:24:00,40
1101,2008-02-05,232,2479,410,2008-02-05 00:38:00,2008-02-05 01:34:00,56
1102,2008-06-13,242,2820,558,2008-06-13 16:14:00,2008-06-13 16:34:00,20
1103,2008-04-15,249,1815,503,2008-04-15 06:09:00,2008-04-15 06:37:00,28
1104,2008-01-28,36,1948,524,2008-01-28 12:44:00,2008-01-28 13:19:00,35
1105,2008-11-15,184,1505,528,2008-11-15 03:08:00,2008-11-15 03:40:00,32
1106,2008-03-09,207,1682,512,2008-03-09 07:00:00,2008-03-09 07:59:00,59
1107,2008-10-11,131,978,474,2008-10-11 04:39:00,2008-10-11 05:23:00,44
1108,2008-05-05,172,1387,520,2008-05-05 01:57:00,2008-05-05 02:43:00,46
1109,2008-09-29,134,1007,456,2008-09-29 01:39:00,2008-09-29 01:40:00,1
1110,2008-12-15,132,992,549,2008-12-15 14:28:00,2008-12-15 14:38:00,10
1111,2008-10-19,166,1326,550,2008-10-19 10:58:00,2008-10-19 11:52:00,54
1112,2008-10-31,180,1474,341,2008-10-31 11:48:00,2008-10-31 12:46:00,58
1113,2008-04-17,128,946,473,2008-04-17 18:42:00,2008-04-17 19:21:00,39
1114,2008-11-13,241,2807,371,2008-11-13 09:27:00,2008-11-13 09:56:00,29
1115,2008-02-24,253,2524,362,2008-02-24 09:06:00,2008-02-24 09:34:00,28
1116,2008-04-16,120,867,303,2008-04-16 14:54:00,2008-04-16 15:18:00,24
1117,2008-04-03,39,1976,553,2008-04-03 11:10:00,2008-04-03 11:44:00,34
1118,2008-04-04,264,2553,421,2008-04-04 08:51:00,2008-04-04 09:30:00,39
1119,2008-08-27,139,1055,552,2008-08-27 12:03:00,2008-08-27 12:15:00,12
1120,2008-10-14,174,1413,515,2008-10-14 19:43:00,2008-10-14 20:16:00,33
1121,2008-12-24,19,192,559,2008-12-24 20:04:00,2008-12-24 20:18:00,14
1122,2008-09-23,246,2165,380,2008-09-23 12:18:00,2008-09-23 13:12:00,54
1123,2008-09-26,201,1658,424,2008-09-26 20:38:00,2008-09-26 20:52:00,14
1124,2008-11-03,252,2509,553,2008-11-03 20:55:00,2008-11-03 21:48:00,53
1125,2008-01-19,247,1802,376,2008-01-19 13:40:00,2008-01-19 14:35:00,55
1126,2008-07-29,110,763,407,2008-07-29 14:47:00,2008-07-29 15:03:00,16
1127,2008-05-16,220,1731,382,2008-05-16 07:12:00,2008-05-16 07:31:00,19
1128,2008-06-29,32,322,370,2008-06-29 02:57:00,2008-06-29 03:33:00,36
1129,2008-06-30,185,1515,390,2008-06-30 00:51:00,2008-06-30 01:06:00,15
1130,2008-06-17,128,945,539,2008-06-17 03:19:00,2008-06-17 04:18:00,59
1131,2008-09-24,54,2404,499,2008-09-24 19:41:00,2008-09-24 19:46:00,5
1132,2008-10-07,137,1039,371,2008-10-07 07:35:00,2008-10-07 07:48:00,13
1133,2008-05-28,167,1338,481,2008-05-28 10:04:00,2008-05-28 10:34:00,30
1134,2008-12-03,101,685,447,2008-12-03 03:32:00,2008-12-03 04:24:00,52
1135,2008-07-21,288,2254,573,2008-07-21 15:04:00,2008-07-21 16:57:00,113
1136,2008-12-30,128,944,333,2008-12-30 16:47:00,2008-12-30 17:19:00,32
1137,2008-09-23,277,2879,432,2008-09-23 04:40:00,2008-09-23 04:45:00,5
1138,2008-05-31,298,1944,321,2008-05-31 00:28:00,2008-05-31 01:10:00,42
1139,2008-10-25,252,2508,511,2008-10-25 09:15:00,2008-10-25 09:35:00,20
1140,2008-05-31,60,2708,533,2008-05-31 13:37:00,2008-05-31 14:18:00,41
1141,2008-11-19,86,548,397,2008-11-19 18:03:00,2008-11-19 18:46:00,43
1142,2008-05-22,260,2860,551,2008-05-22 01:32:00,2008-05-22 01:38:00,6
1143,2008-01-05,86,542,443,2008-01-05 14:13:00,2008-01-05 14:41:00,28
1144,2008-01-07,285,2245,433,2008-01-07 10:15:00,2008-01-07 10:18:00,3
1145,2008-09-25,55,2407,344,2008-09-25 18:03:00,2008-09-25 18:04:00,1
1146,2008-07-31,24,233,391,2008-07-31 04:31:00,2008-07-31 04:54:00,23
1147,2008-06-16,182,1483,422,2008-06-16 05:31:00,2008-06-16 06:00:00,29
1148,2008-07-25,6,55,446,2008-07-25 17:26:00,2008-07-25 17:43:00,17
1149,2008-08-25,286,1889,406,2008-08-25 05:56:00,2008-08-25 06:12:00,16
1150,2008-03-15,193,1601,418,2008-03-15 12:07:00,2008-03-15 12:30:00,23
1151,2008-03-22,20,200,406,2008-03-22 09:16:00,2008-03-22 09:18:00,2
1152,2008-08-13,252,2508,393,2008-08-13 15:51:00,2008-08-13 16:32:00,41
1153,2008-05-27,191,1582,565,2008-05-27 16:29:00,2008-05-27 17:05:00,36
1154,2008-05-08,213,2112,393,2008-05-08 11:27:00,2008-05-08 12:05:00,38
1155,2008-09-29,87,558,470,2008-09-29 03:45:00,2008-09-29 04:21:00,36
1156,2008-06-05,117,840,522,2008-06-05 14:32:00,2008-06-05 14:51:00,19
1157,2008-02-18,79,475,488,2008-02-18 06:58:00,2008-02-18 07:55:00,57
1158,2008-09-13,253,2518,516,2008-09-13 08:38:00,2008-09-13 08:52:00,14
1159,2008-04-16,195,1615,564,2008-04-16 19:09:00,2008-04-16 20:05:00,56
1160,2008-12-06,180,1468,516,2008-12-06 08:54:00,2008-12-06 09:53:00,59
1161,2008-03-02,108,747,518,2008-03-02 04:05:00,2008-03-02 04:15:00,10
1162,2008-09-30,155,1215,461,2008-09-30 12:49:00,2008-09-30 13:13:00,24
1163,2008-07-21,78,463,320,2008-07-21 14:26:00,2008-07-21 15:14:00,48
1164,2008-03-07,27,265,537,2008-03-07 02:51:00,2008-03-07 03:41:00,50
1165,2008-05-10,206,2417,533,2008-05-10 11:42:00,2008-05-10 12:38:00,56
1166,2008-10-27,296,2654,468,2008-10-27 12:54:00,2008-10-27 13:43:00,49
1167,2008-08-02,281,2634,588,2008-08-02 00:07:00,2008-08-02 19:38:00,1171
1168,2008-07-24,268,1833,585,2008-07-24 02:10:00,2008-07-24 13:10:00,660
1169,2008-11-13,39,1978,491,2008-11-13 15:08:00,2008-11-13 15:12:00,4
1170,2008-05-27,268,1832,436,2008-05-27 16:35:00,2008-05-27 17:25:00,50
1171,2008-01-29,73,418,347,2008-01-29 13:18:00,2008-01-29 14:10:00,52
1172,2008-08-13,70,2057,340,2008-08-13 19:55:00,2008-08-13 20:27:00,32
1173,2008-11-23,142,1085,418,2008-11-23 07:09:00,2008-11-23 07:51:00,42
1174,2008-10-15,186,1529,396,2008-10-15 04:25:00,2008-10-15 04:49:00,24
1175,2008-04-22,175,1417,383,2008-04-22 15:34:00,2008-04-22 15:49:00,15
1176,2008-02-16,75,437,343,2008-02-16 13:04:00,2008-02-16 13:46:00,42
1177,2008-08-20,115,820,592,2008-08-20 11:34:00,2008-08-21 05:07:00,1053
1178,2008-03-13,68,384,517,2008-03-13 09:47:00,2008-03-13 10:41:00,54
1179,2008-10-09,24,239,594,2008-10-09 03:38:00,2008-10-09 12:01:00,503
1180,2008-09-09,9,88,592,2008-09-09 11:02:00,2008-09-09 15:42:00,280
1181,2008-02-15,12,114,382,2008-02-15 04:16:00,2008-02-15 04:18:00,2
1182,2008-04-01,82,510,370,2008-04-01 14:07:00,2008-04-01 14:39:00,32
1183,2008-11-22,101,684,444,2008-11-22 07:27:00,2008-11-22 08:17:00,50
1184,2008-11-08,160,1265,518,2008-11-08 16:21:00,2008-11-08 17:15:00,54
1185,2008-09-08,146,1130,568,2008-09-08 00:07:00,2008-09-08 00:09:00,2
1186,2008-09-04,122,885,496,2008-09-04 11:02:00,2008-09-04 11:41:00,39
1187,2008-12-22,11,110,379,2008-12-22 07:19:00,2008-12-22 07:23:00,4
1188,2008-11-24,161,1274,419,2008-11-24 04:47:00,2008-11-24 05:04:00,17
1189,2008-03-09,118,843,313,2008-03-09 00:44:00,2008-03-09 00:57:00,13
1190,2008-11-23,108,752,511,2008-11-23 12:35:00,2008-11-23 13:05:00,30
1191,2008-11-28,158,1245,402,2008-11-28 06:15:00,2008-11-28 06:26:00,11
1192,2008-07-11,66,371,573,2008-07-11 15:18:00,2008-07-11 17:11:00,113
1193,2008-03-22,246,2170,520,2008-03-22 10:15:00,2008-03-22 10:47:00,32
1194,2008-03-21,215,1701,348,2008-03-21 07:01:00,2008-03-21 07:07:00,6
1195,2008-08-05,115,822,571,2008-08-05 05:08:00,2008-08-05 10:48:00,340
1196,2008-11-30,197,1636,447,2008-11-30 01:18:00,2008-11-30 02:08:00,50
1197,2008-03-12,117,831,328,2008-03-12 05:15:00,2008-03-12 06:10:00,55
1198,2008-02-23,248,2847,535,2008-02-23 20:39:00,2008-02-23 21:17:00,38
1199,2008-03-08,41,2321,504,2008-03-08 03:54:00,2008-03-08 04:50:00,56
1200,2008-09-10,129,963,371,2008-09-10 12:51:00,2008-09-10 13:21:00,30
1201,2008-03-18,63,2738,528,2008-03-18 09:22:00,2008-03-18 10:13:00,51
1202,2008-02-26,93,2073,344,2008-02-26 12:00:00,2008-02-26 12:52:00,52
1203,2008-08-18,183,1498,580,2008-08-18 10:10:00,2008-08-18 14:14:00,244
1204,2008-04-04,103,704,502,2008-04-04 20:42:00,2008-04-04 21:18:00,36
1205,2008-09-26,237,2491,407,2008-09-26 14:17:00,2008-09-26 15:02:00,45
1206,2008-05-09,39,1982,420,2008-05-09 05:20:00,2008-05-09 05:51:00,31
1207,2008-10-28,253,2524,315,2008-10-28 14:23:00,2008-10-28 14:25:00,2
1208,2008-08-03,259,2199,522,2008-08-03 01:40:00,2008-08-03 01:48:00,8
1209,2008-04-13,67,374,450,2008-04-13 18:08:00,2008-04-13 18:25:00,17
1210,2008-11-15,130,969,370,2008-11-15 06:07:00,2008-11-15 06:45:00,38
1211,2008-08-25,103,708,539,2008-08-25 10:28:00,2008-08-25 10:58:00,30
1212,2008-11-24,226,2458,366,2008-11-24 00:53:00,2008-11-24 01:04:00,11
1213,2008-02-09,84,531,523,2008-02-09 08:51:00,2008-02-09 09:12:00,21
1214,2008-11-21,39,1986,435,2008-11-21 07:33:00,2008-11-21 08:12:00,39
1215,2008-08-06,288,2257,438,2008-08-06 08:40:00,2008-08-06 08:45:00,5
1216,2008-01-27,177,1442,366,2008-01-27 02:13:00,2008-01-27 02:50:00,37
1217,2008-08-12,147,1144,320,2008-08-12 17:20:00,2008-08-12 17:40:00,20
1218,2008-11-16,89,579,592,2008-11-16 17:43:00,2008-11-17 03:02:00,559
1219,2008-04-20,297,1930,330,2008-04-20 17:09:00,2008-04-20 17:23:00,14
1220,2008-04-19,55,2415,347,2008-04-19 05:52:00,2008-04-19 06:19:00,27
1221,2008-03-08,77,462,443,2008-03-08 00:15:00,2008-03-08 00:34:00,19
1222,2008-08-28,163,1298,346,2008-08-28 08:46:00,2008-08-28 09:41:00,55
1223,2008-06-11,304,2896,512,2008-06-11 13:22:00,2008-06-11 13:27:00,5
1224,2008-04-21,185,1518,359,2008-04-21 11:13:00,2008-04-21 11:36:00,23
1225,2008-04-07,277,2881,471,2008-04-07 06:21:00,2008-04-07 07:07:00,46
1226,2008-07-29,36,1949,488,2008-07-29 00:35:00,2008-07-29 00:37:00,2
1227,2008-07-29,153,1204,506,2008-07-29 14:58:00,2008-07-29 15:48:00,50
1228,2008-02-01,64,2744,561,2008-02-01 03:23:00,2008-02-01 04:16:00,53
1229,2008-04-15,53,2388,547,2008-04-15 03:30:00,2008-04-15 04:05:00,35
1230,2008-07-07,69,400,565,2008-07-07 16:59:00,2008-07-07 17:35:00,36
1231,2008-04-11,158,1249,371,2008-04-11 14:41:00,2008-04-11 14:45:00,4
1232,2008-09-11,296,2660,392,2008-09-11 04:33:00,2008-09-11 05:01:00,28
1233,2008-01-22,66,370,493,2008-01-22 20:26:00,2008-01-22 21:05:00,39
1234,2008-11-23,73,415,495,2008-11-23 10:25:00,2008-11-23 10:29:00,4
1235,2008-10-21,219,2779,371,2008-10-21 14:49:00,2008-10-21 15:06:00,17
1236,2008-02-25,267,2226,337,2008-02-25 10:47:00,2008-02-25 11:18:00,31
1237,2008-08-03,259,2201,499,2008-08-03 19:05:00,2008-08-03 19:44:00,39
1238,2008-10-10,72,405,477,2008-10-10 16:26:00,2008-10-10 17:15:00,49
1239,2008-08-21,220,1736,531,2008-08-21 06:09:00,2008-08-21 06:11:00,2
1240,2008-02-02,86,544,515,2008-02-02 16:40:00,2008-02-02 17:02:00,22
1241,2008-03-29,73,413,349,2008-03-29 01:24:00,2008-03-29 01:55:00,31
1242,2008-11-18,201,1658,318,2008-11-18 02:33:00,2008-11-18 02:41:00,8
1243,2008-11-09,250,1821,564,2008-11-09 03:57:00,2008-11-09 04:22:00,25
1244,2008-11-06,201,1661,386,2008-11-06 12:33:00,2008-11-06 13:06:00,33
1245,2008-09-27,152,1192,406,2008-09-27 17:27:00,2008-09-27 18:03:00,36
1246,2008-05-23,188,1543,556,2008-05-23 06:38:00,2008-05-23 07:24:00,46
1247,2008-04-13,1,9,513,2008-04-13 18:57:00,2008-04-13 19:42:00,45
1248,2008-06-21,102,692,382,2008-06-21 20:05:00,2008-06-21 20:09:00,4
1249,2008-10-27,70,2048,488,2008-10-27 02:05:00,2008-10-27 02:46:00,41
1250,2008-12-18,281,2633,514,2008-12-18 16:18:00,2008-12-18 17:11:00,53
1251,2008-10-29,294,2646,429,2008-10-29 17:10:00,2008-10-29 17:24:00,14
