AccountSeq,AccountID,AccountName,Street,City,StateorProvince,PostalCode,Country,Latitude,Longitude,Phone,NumberofEmployees,AnnualRevenue,AccountOwnerSeq,IndustrySeq,AccountOwner,Industry,Territory,Region,AccountNumber
1097,1ccb99ab-e41e-eb11-a814-000d3a9c7ff2,"Bosco LLC (Omigawa, Japan)",921 Lakeland Point,Charlotte,NC,28289,United States,35.26,-80.8042,-6136,"4,000","$15,000,000 ",7,0,Spencer Low,n/a,US-SOUTH,North America,AN-100098
1098,85f49ce4-eb1e-eb11-a814-000d3a9c7ff2,"Watsica Inc (Strasbourg, France)",5 Ramsey Way,Jackson,MS,39296,United States,32.3113,-90.3972,-3348,"7,400","$36,000,000 ",9,20,David So,Major Banks,US-SOUTH,North America,AN-100099
1099,fffa7b9d-e31e-eb11-a814-000d3a9c7ff2,"Ziemann, Stark and Abbott",3 Meadow Valley Street,Val-d'Or,QC,J9P,Canada,48.1041936,-77.7963772,-6606,"3,400","$144,000,000 ",10,0,Alan Steiner,n/a,Canada,North America,AN-100100
1100,baecb22c-ed1e-eb11-a814-000d3a9c7ff2,"Crooks, Nicolas and Turcotte",48 Kensington Terrace,Washington,DC,20370,United States,38.8933,-77.0146,-2602,"9,400","$87,000,000 ",9,23,David So,Marine Transportation,US-SOUTH,North America,AN-100101
1101,793a83cc-f31e-eb11-a814-000d3a9c7ff2,Glover-Hane,0 Jenna Drive,Athens,GA,30605,United States,33.9321,-83.3525,-4716,"3,600","$43,000,000 ",7,11,Spencer Low,Electric Utilities: Central,US-SOUTH,North America,AN-100102
1102,357c91ff-dd1e-eb11-a814-000d3a9c7ff2,Abbott Inc and Sons  (Papua New Guinea),28709 Talmadge Park,Phu Kradueng,,42180,Thailand,16.9023422,101.7523854,-9911,"3,200","$10,000,000 ",6,18,Renee Lo,Investment Managers,Thailand,APAC,AN-100103
1103,51ee8834-f31e-eb11-a814-000d3a9c7ff2,Abbott Inc and Sons  (Louisiana),19 Buell Parkway,Beaumont,TX,77705,United States,30.0211,-94.1157,-4636,"5,500","$75,000,000 ",1,40,Molly Clark,Savings Institutions,US-SOUTH,North America,AN-100104
1104,3af2271f-e61e-eb11-a814-000d3a9c7ff2,"Robel, Hoeger and Walker",67677 Eastwood Parkway,Piedras,,730507,Colombia,4.54304,-74.878165,-5074,"7,900","$75,000,000 ",8,0,Sanjay Shah,n/a,Colombia,LATAM,AN-100105
1105,51ca31b0-de1e-eb11-a814-000d3a9c7ff2,"Abbott Inc and Sons (Houston, Texas)",545 American Ash Trail,Albuquerque,NM,87115,United States,35.0549,-106.5461,-10653,"8,000","$31,000,000 ",1,21,Molly Clark,Major Chemicals,US-WEST,North America,AN-100106
1106,6be1bda8-f61e-eb11-a814-000d3a9c7ff2,Breitenberg-Kshlerin,54508 Bunker Hill Junction,Bakersfield,CA,93386,United States,35.2944,-118.9052,-6481,"7,700","$72,000,000 ",11,22,Alicia Thomber,Major Pharmaceuticals,US-WEST,North America,AN-100107
1107,b0e7a310-f71e-eb11-a814-000d3a9c7ff2,"Powlowski and Sons (Detroit, Michigan)",0 Shoshone Trail,Cholet,B5,49321 CEDEX,France,47.0615944,-0.8816138,716-928-3614,"9,200","$24,000,000 ",12,32,Anne Weiler,Packaged Foods,France,EMEA,AN-100108
1108,df4c1994-e21e-eb11-a814-000d3a9c7ff2,"Boehm LLC (Pittsburgh, Pennsylvania)",2 Manufacturers Road,Pereira,,660017,Colombia,4.8087174,-75.690601,-9895,"2,800","$23,000,000 ",8,13,Sanjay Shah,Forest Products,Colombia,LATAM,AN-100109
1109,29690dac-e21e-eb11-a814-000d3a9c7ff2,Goyette-Graham,10500 Leroy Parkway,Ibagué,,730019,Colombia,4.5120691,-75.2245693,-3333,"2,600","$133,000,000 ",8,20,Sanjay Shah,Major Banks,Colombia,LATAM,AN-100110
1110,180cb237-f11e-eb11-a814-000d3a9c7ff2,"Kuvalis Group (Edmond, Oklahoma)",2710 Golf Lane,Minneapolis,MN,55428,United States,45.0632,-93.3811,-8330,"6,500","$68,000,000 ",2,25,Eric Gruber,Medical/Dental Instruments,US-MIDWEST,North America,AN-100111
1111,fae5a310-f71e-eb11-a814-000d3a9c7ff2,"Ernser, Schiller and Crist",12594 Homewood Alley,Springfield,OH,45505,United States,39.9106,-83.7856,-11005,"8,000","$16,000,000 ",2,0,Eric Gruber,n/a,US-MIDWEST,North America,AN-100112
1112,b4ee9ce4-eb1e-eb11-a814-000d3a9c7ff2,"Schowalter-White (Hyrynsalmi, Finland)",86 Autumn Leaf Lane,Atlanta,GA,30368,United States,33.8444,-84.474,-11258,"6,200","$122,000,000 ",9,41,David So,Specialty Foods,US-SOUTH,North America,AN-100113
1113,262a02be-e21e-eb11-a814-000d3a9c7ff2,"Kuphal, Frami and Heathcote",3 High Crossing Point,Columbus,OH,43284,United States,39.969,-83.0114,-9717,"7,500","$47,000,000 ",3,0,Jeff Hay,n/a,US-MIDWEST,North America,AN-100114
1114,56cc64af-e31e-eb11-a814-000d3a9c7ff2,"Schulist, Casper and Dickinson",1897 Anderson Lane,Fort Lauderdale,FL,33310,United States,26.1443,-80.2069,-9026,"6,100","$19,000,000 ",7,12,Spencer Low,Food Distributors,US-SOUTH,North America,AN-100115
1115,854462d7-e61e-eb11-a814-000d3a9c7ff2,"Hayes, Kozey and Halvorson",5126 Starling Plaza,Greensboro,NC,27409,United States,36.0777,-79.9086,-1894,"4,200","$18,000,000 ",9,41,David So,Specialty Foods,US-SOUTH,North America,AN-100116
1116,36138b75-f51e-eb11-a814-000d3a9c7ff2,"Grimes Inc (Dundrum, Ireland)",883 Autumn Leaf Street,Orito,,862008,Colombia,0.66643,-76.87192,-7205,"1,800","$89,000,000 ",8,17,Sanjay Shah,Integrated oil Companies,Colombia,LATAM,AN-100117
1117,0e0a7940-f71e-eb11-a814-000d3a9c7ff2,"Ankunding Inc (Toulouse, France)",4 Scoville Road,Wichita,KS,67236,United States,37.5422,-97.2871,-9493,"4,700","$27,000,000 ",2,10,Eric Gruber,EDP Services,US-MIDWEST,North America,AN-100118
1118,ae3a1861-f61e-eb11-a814-000d3a9c7ff2,"Powlowski Group (Porsgrunn, Norway)",63900 Veith Pass,Lexington,KY,40510,United States,38.0702,-84.591,-3863,"3,600","$24,000,000 ",9,37,David So,Real Estate Investment Trusts,US-SOUTH,North America,AN-100119
1119,3bc4da0b-f31e-eb11-a814-000d3a9c7ff2,"Torphy LLC (Les Coteaux, Canada)",689 Farwell Alley,Marietta,GA,30066,United States,34.0378,-84.5038,-8873,"7,100","$38,000,000 ",7,21,Spencer Low,Major Chemicals,US-SOUTH,North America,AN-100120
1120,615b89b2-f81e-eb11-a814-000d3a9c7ff2,"Abbott Inc and Sons (Salinas, California)",2 Maple Crossing,Nashville,TN,37220,United States,36.0641,-86.7697,-8151,"9,400","$45,000,000 ",9,24,David So,Medical Specialities,US-SOUTH,North America,AN-100121
1121,954fe108-ed1e-eb11-a814-000d3a9c7ff2,"Gerlach Inc (Frontignan, France)",01 Novick Plaza,Cincinnati,OH,45254,United States,39.1668,-84.5382,-9770,"9,100","$38,000,000 ",2,22,Eric Gruber,Major Pharmaceuticals,US-MIDWEST,North America,AN-100122
1122,6b2c15a6-e21e-eb11-a814-000d3a9c7ff2,Reichel-Powlowski,9 Orin Hill,Clichy,A8,92119 CEDEX,France,48.9089753,2.3011787,550-311-5659,"7,300","$178,000,000 ",12,34,Anne Weiler,Precious Metals,France,EMEA,AN-100123
1123,2f6f9828-f31e-eb11-a814-000d3a9c7ff2,"Jones, Kihn and Fadel",1917 Fulton Junction,Fairfax,VA,22036,United States,38.7351,-77.0796,-2711,"9,100","$62,000,000 ",9,14,David So,Home Furnishings,US-SOUTH,North America,AN-100124
1124,bdfae802-ed1e-eb11-a814-000d3a9c7ff2,Abbott Inc and Sons  (Virginia),2571 Glendale Point,Bordeaux,97,33801 CEDEX,France,45.697904,0.964671,487-999-4670,"2,700","$50,000,000 ",12,14,Anne Weiler,Home Furnishings,France,EMEA,AN-100125
1125,ac1207e3-f71e-eb11-a814-000d3a9c7ff2,"Botsford-Klocko (Oxford, Canada)",14142 Mifflin Trail,Phoenix,AZ,85025,United States,33.4226,-111.7236,-10344,"4,600","$76,000,000 ",1,38,Molly Clark,Recreational Products/Toys,US-WEST,North America,AN-100126
1126,c3f19ce4-eb1e-eb11-a814-000d3a9c7ff2,"Ferry-Gusikowski (Nice, France)",390 Trailsway Place,Eaubonne,A8,95604 CEDEX,France,48.9897895,2.2868727,402-435-9083,"9,300","$25,000,000 ",12,26,Anne Weiler,Medical/Nursing Services,France,EMEA,AN-100127
1127,867843ee-f11e-eb11-a814-000d3a9c7ff2,Abbott Inc and Sons  (Michigan),061 Atwood Point,Houston,TX,77260,United States,29.7687,-95.3867,-7684,"4,000","$67,000,000 ",1,22,Molly Clark,Major Pharmaceuticals,US-SOUTH,North America,AN-100128
1128,5ce3e512-f81e-eb11-a814-000d3a9c7ff2,"Abbott Inc and Sons (Denver, Colorado)",3192 Spenser Way,Springfield,IL,62705,United States,39.7495,-89.606,-9999,"8,400","$88,000,000 ",3,18,Jeff Hay,Investment Managers,US-MIDWEST,North America,AN-100129
1129,a5bcccb9-e51e-eb11-a814-000d3a9c7ff2,"Abbott Inc and Sons (Colorado Springs, Colorado)",47860 Kings Plaza,Chicago,IL,60674,United States,41.8119,-87.6873,-5527,"9,200","$97,000,000 ",2,0,Eric Gruber,n/a,US-MIDWEST,North America,AN-100130
1130,2167fac3-e21e-eb11-a814-000d3a9c7ff2,"Barrows, Gerhold and Toy",4 Toban Street,Bloomington,IN,47405,United States,39.1682,-86.5186,-4860,"5,800","$100,000,000 ",2,3,Eric Gruber,Biotechnology: Commercial Physical & Biological Resarch,US-MIDWEST,North America,AN-100131
1131,a040ec84-f61e-eb11-a814-000d3a9c7ff2,"Bogisich-Ledner (Shizunai-furukawach?, Japan)",0270 Mesta Center,Boise,ID,83732,United States,43.4599,-116.244,-6498,"8,900","$87,000,000 ",11,7,Alicia Thomber,Computer Software: Prepackaged Software,US-WEST,North America,AN-100132
1132,b15743ef-e61e-eb11-a814-000d3a9c7ff2,"Stamm-Hodkiewicz (Créteil, France)",34703 Darwin Court,Young America,MN,55557,United States,44.8055,-93.7665,-4129,"5,400","$44,000,000 ",3,34,Jeff Hay,Precious Metals,US-MIDWEST,North America,AN-100133
1133,32dfdefd-e51e-eb11-a814-000d3a9c7ff2,"Kilback Inc (Sakado, Japan)",3 Messerschmidt Plaza,Conroe,TX,77305,United States,30.2906,-95.3832,-11048,"7,800","$19,000,000 ",1,22,Molly Clark,Major Pharmaceuticals,US-SOUTH,North America,AN-100134
1134,1329e80d-f11e-eb11-a814-000d3a9c7ff2,"Blanda, Collins and Doyle",123 Kinsman Plaza,Atlanta,GA,30375,United States,33.8444,-84.474,-4778,"8,000","$174,000,000 ",9,7,David So,Computer Software: Prepackaged Software,US-SOUTH,North America,AN-100135
1135,fd5881be-f11e-eb11-a814-000d3a9c7ff2,Hammes-Fahey,01877 Bashford Lane,White Plains,NY,10633,United States,41.119,-73.733,-2161,"4,800","$85,000,000 ",4,22,Julian Isla,Major Pharmaceuticals,US-NORTHEAST,North America,AN-100136
1136,b78e7217-de1e-eb11-a814-000d3a9c7ff2,"Predovic Inc (Gary, Indiana)",87 Londonderry Center,Takarazuka,,666-0137,Japan,34.5521789,136.5175749,-7639,"3,200","$86,000,000 ",6,35,Renee Lo,Property-Casualty Insurers,Japan,APAC,AN-100137
1137,995d31cf-f51e-eb11-a814-000d3a9c7ff2,"Hirthe Group (Montreuil, France)",1 Algoma Crossing,Kansas City,MO,64109,United States,39.0663,-94.5674,-7845,"5,600","$94,000,000 ",2,44,Eric Gruber,Water Supply,US-MIDWEST,North America,AN-100138
1138,4fc18329-f01e-eb11-a814-000d3a9c7ff2,"Lemke-Ruecker (Des Moines, Iowa)",83 Mifflin Junction,Sedan,A4,08209 CEDEX,France,49.7052493,4.9404055,192-495-7267,"3,700","$53,000,000 ",12,16,Anne Weiler,Industrial Machinery/Components,France,EMEA,AN-100139
1139,15168e87-f51e-eb11-a814-000d3a9c7ff2,"Heaney and Sons (Nantes, France)",12095 Evergreen Place,Arlington,TX,76096,United States,32.7714,-97.2915,-5077,"9,700","$95,000,000 ",1,22,Molly Clark,Major Pharmaceuticals,US-SOUTH,North America,AN-100140
1140,450fe3fe-f81e-eb11-a814-000d3a9c7ff2,"Sipes-Beatty (Chantilly, France)",6960 Westend Avenue,Ogden,UT,84409,United States,41.2553,-111.9567,-8058,"6,500","$64,000,000 ",11,36,Alicia Thomber,Real Estate,US-WEST,North America,AN-100141
1141,972b02be-e21e-eb11-a814-000d3a9c7ff2,Abbott LLC  (Hawaii),0 Hooker Crossing,Chicago,IL,60674,United States,41.8119,-87.6873,-1871,"7,600","$52,000,000 ",2,22,Eric Gruber,Major Pharmaceuticals,US-MIDWEST,North America,AN-100142
1142,e4dbbda8-f61e-eb11-a814-000d3a9c7ff2,"Erdman LLC (Rathnew, Ireland)",3850 Daystar Park,Thiers,98,63304 CEDEX,France,45.85029,3.53936,107-858-0555,"9,800","$62,000,000 ",12,39,Anne Weiler,Restaurants,France,EMEA,AN-100143
1143,dc9d617f-e41e-eb11-a814-000d3a9c7ff2,"Lockman and Sons (Houston, Texas)",78500 Clemons Way,El Zulia,,545518,Colombia,7.9980992,-72.63877,-7441,"1,600","$75,000,000 ",8,42,Sanjay Shah,Telecommunications Equipment,Colombia,LATAM,AN-100144
1144,36daa71c-f31e-eb11-a814-000d3a9c7ff2,Gerhold-Gleason,12912 Huxley Junction,Kawasaki,,999-3145,Japan,38.1536393,140.266785,-3390,"8,100","$158,000,000 ",6,0,Renee Lo,n/a,Japan,APAC,AN-100145
1145,05306f9f-f51e-eb11-a814-000d3a9c7ff2,"Zboncak, Wintheiser and Grimes",1227 Evergreen Drive,Detroit,MI,48258,United States,42.2399,-83.1508,-6485,"6,400","$29,000,000 ",3,1,Jeff Hay,Air Freight/Delivery Services,US-MIDWEST,North America,AN-100146
1146,2e735964-f31e-eb11-a814-000d3a9c7ff2,"Roob, Schneider and Spencer",0 Florence Court,Socorro,,683558,Colombia,6.4360112,-73.28833,-11157,"2,100","$59,000,000 ",8,10,Sanjay Shah,EDP Services,Colombia,LATAM,AN-100147
1147,f5b4eba1-e51e-eb11-a814-000d3a9c7ff2,Abbott LLC  (Arizona),4 Lawn Street,Richmond,VA,23203,United States,37.5593,-77.4471,-3016,"9,700","$21,000,000 ",9,37,David So,Real Estate Investment Trusts,US-SOUTH,North America,AN-100148
1148,0b3bfc7c-f81e-eb11-a814-000d3a9c7ff2,"Batz, Muller and Frami",31044 Sloan Terrace,Topeka,KS,66611,United States,39.0142,-95.6982,-1978,"4,500","$48,000,000 ",2,27,Eric Gruber,Oil & Gas Production,US-MIDWEST,North America,AN-100149
1149,dbd152e3-e61e-eb11-a814-000d3a9c7ff2,"McGlynn, King and Gerlach",1 Spaight Lane,San Carlos,,232517,Colombia,8.797145,-75.698571,-5385,"2,800","$23,000,000 ",8,8,Sanjay Shah,"Computer Software: Programming, Data Processing",Colombia,LATAM,AN-100150
1150,b316d124-f81e-eb11-a814-000d3a9c7ff2,"Bednar, Kulas and Denesik",457 Rieder Place,Pantin,A8,93504 CEDEX,France,45.7608815,4.26286,372-593-5450,"8,700","$33,000,000 ",12,17,Anne Weiler,Integrated oil Companies,France,EMEA,AN-100151
1151,d8c6dc90-f61e-eb11-a814-000d3a9c7ff2,"Padberg, Wunsch and Greenholt",110 Hoard Drive,Altkirch,C1,68134 CEDEX,France,47.620391,7.243036,820-791-1594,"6,100","$189,000,000 ",12,0,Anne Weiler,n/a,France,EMEA,AN-100152
1152,ce2e14ef-f71e-eb11-a814-000d3a9c7ff2,Abbott LLC  (Tennessee),4 Toban Park,Roissy Charles-de-Gaulle,A8,95974 CEDEX 2,France,48.989038,2.513543,214-762-8289,"7,500","$86,000,000 ",12,21,Anne Weiler,Major Chemicals,France,EMEA,AN-100153
1153,b35474a3-e31e-eb11-a814-000d3a9c7ff2,"Kuhlman and Sons (Marne-la-Vallée, France)",2 Huxley Pass,Athens,GA,30610,United States,33.9443,-83.3891,-4237,"4,800","$78,000,000 ",9,21,David So,Major Chemicals,US-SOUTH,North America,AN-100154
1154,293f73c9-e41e-eb11-a814-000d3a9c7ff2,"Torp Inc (Nantes, France)",5 Doe Crossing Drive,Houston,TX,77281,United States,29.834,-95.4342,-3968,"8,700","$108,000,000 ",1,29,Molly Clark,Oilfield Services/Equipment,US-SOUTH,North America,AN-100155
1155,c8f2e3a7-e51e-eb11-a814-000d3a9c7ff2,"Bernhard and Sons (New York City, New York)",1 Scott Trail,Creil,B6,60315 CEDEX 5,France,49.243003,2.510652,663-959-7915,"2,100","$39,000,000 ",12,38,Anne Weiler,Recreational Products/Toys,France,EMEA,AN-100156
1156,6fb1ba26-ed1e-eb11-a814-000d3a9c7ff2,"Weimann, Streich and Harber",150 Hansons Court,Angers,B5,49033 CEDEX 01,France,48.8693156,2.3501981,496-475-7754,"5,100","$20,000,000 ",12,0,Anne Weiler,n/a,France,EMEA,AN-100157
1157,2eecaa38-f41e-eb11-a814-000d3a9c7ff2,"Harris, Goldner and Hills",5470 Hanson Street,Belfort,A6,90009 CEDEX,France,47.484145,6.923811,426-958-5967,"7,400","$72,000,000 ",12,38,Anne Weiler,Recreational Products/Toys,France,EMEA,AN-100158
1158,6ca77e93-f51e-eb11-a814-000d3a9c7ff2,"Block, Kovacek and Fadel",041 Laurel Way,North Las Vegas,NV,89087,United States,36.2204,-115.1458,-8858,"6,300","$30,000,000 ",11,36,Alicia Thomber,Real Estate,US-WEST,North America,AN-100159
1159,8a5a5859-ef1e-eb11-a814-000d3a9c7ff2,Abbott LLC  (Georgia),711 North Pass,Laval,B5,53080 CEDEX 9,France,48.0762327,-0.7609009,426-773-8761,"9,600","$96,000,000 ",12,42,Anne Weiler,Telecommunications Equipment,France,EMEA,AN-100160
1160,62831067-f61e-eb11-a814-000d3a9c7ff2,"Bogan-O'Kon (Funabashi, Japan)",9 Lotheville Hill,Nandayure,,50904,Costa Rica,10.0307694,-85.2294397,-2808,"2,700","$50,000,000 ",8,29,Sanjay Shah,Oilfield Services/Equipment,Costa Rica,LATAM,AN-100161
1161,604262d7-e61e-eb11-a814-000d3a9c7ff2,"Erdman, Hammes and Gutkowski",234 Graceland Lane,Los Angeles,CA,90081,United States,33.7866,-118.2987,-8133,"9,000","$49,000,000 ",11,40,Alicia Thomber,Savings Institutions,US-WEST,North America,AN-100162
1162,8247e108-ed1e-eb11-a814-000d3a9c7ff2,"Macejkovic, Hermann and Doyle",17893 4th Lane,Saint Paul,MN,55114,United States,44.968,-93.1981,-7826,"8,500","$57,000,000 ",2,43,Eric Gruber,Transportation Services,US-MIDWEST,North America,AN-100163
1163,2d0abd2e-f91e-eb11-a814-000d3a9c7ff2,"Abbott LLC (Harrisburg, Pennsylvania)",112 Clove Street,Lyon,B9,69303 CEDEX 07,France,45.7397125,4.8372255,206-543-9813,"7,900","$57,000,000 ",12,1,Anne Weiler,Air Freight/Delivery Services,France,EMEA,AN-100164
1164,6797ed0c-f81e-eb11-a814-000d3a9c7ff2,Toy-Wilderman,25264 Mariners Cove Way,Richmond,VA,23289,United States,37.5313,-77.4161,-8718,"7,900","$158,000,000 ",9,10,David So,EDP Services,US-SOUTH,North America,AN-100165
1165,89aaba26-ed1e-eb11-a814-000d3a9c7ff2,Wehner-Oberbrunner,68766 Tomscot Junction,Salem,OR,97306,United States,44.8685,-123.0438,-1694,"9,700","$89,000,000 ",11,12,Alicia Thomber,Food Distributors,US-WEST,North America,AN-100166
1166,1bb3f0ec-f81e-eb11-a814-000d3a9c7ff2,"Abbott LLC (Pittsburgh, Pennsylvania)",8285 1st Street,Istres,B8,13807 CEDEX,France,43.4988397,4.9789041,985-197-3372,"5,700","$38,000,000 ",12,12,Anne Weiler,Food Distributors,France,EMEA,AN-100167
1167,b34fbe70-e11e-eb11-a814-000d3a9c7ff2,"Abbott LLC (Lancaster, Pennsylvania)",88261 Melvin Trail,Köln,NW,50733,Germany,50.9648271,6.9538234,-9789,"7,900","$57,000,000 ",12,7,Anne Weiler,Computer Software: Prepackaged Software,Germany,EMEA,AN-100168
1168,077e43ee-f11e-eb11-a814-000d3a9c7ff2,"Lebsack LLC (Saint-Fargeau-Ponthierry, France)",7801 Chinook Plaza,Berlin,BE,12559,Germany,52.416925,13.6492904,488-632-9142,"3,800","$87,000,000 ",12,5,Anne Weiler,Clothing/Shoe/Accessory Stores,Germany,EMEA,AN-100169
1169,0306a544-f41e-eb11-a814-000d3a9c7ff2,Abbott LLC  (Nebraska),2650 Autumn Leaf Plaza,Springfield,VA,22156,United States,38.8318,-77.2888,-1424,"7,900","$75,000,000 ",9,35,David So,Property-Casualty Insurers,US-SOUTH,North America,AN-100170
1170,5b53ccd5-ef1e-eb11-a814-000d3a9c7ff2,"Corwin Inc (Sukumo, Japan)",4927 Reinke Street,Hamburg,HH,22111,Germany,53.5483785,10.078217,341-805-2095,"6,000","$16,000,000 ",12,8,Anne Weiler,"Computer Software: Programming, Data Processing",Germany,EMEA,AN-100171
1171,6e87ebc3-de1e-eb11-a814-000d3a9c7ff2,"Tremblay Inc (Vitry-sur-Seine, France)",565 Messerschmidt Drive,Wuppertal,NW,42285,Germany,51.256002,7.1736304,224-477-4508,"2,000","$41,000,000 ",12,15,Anne Weiler,Hospital/Nursing Management,Germany,EMEA,AN-100172
1172,8ad3ccb9-e51e-eb11-a814-000d3a9c7ff2,Fay-Ebert,62296 5th Hill,Saarbrücken,SL,66119,Germany,49.2088164,7.0075837,802-891-4728,"4,400","$42,000,000 ",12,42,Anne Weiler,Telecommunications Equipment,Germany,EMEA,AN-100173
1173,98c1dc90-f61e-eb11-a814-000d3a9c7ff2,Klein-Bogisich,8 Sunnyside Terrace,Saint Louis,MO,63143,United States,38.6111,-90.3225,-3712,"3,700","$54,000,000 ",3,0,Jeff Hay,n/a,US-MIDWEST,North America,AN-100174
1174,0e6e868d-f51e-eb11-a814-000d3a9c7ff2,Corkery-Reinger,39588 Haas Road,Stykkishólmur,,340,Iceland,65.0775016,-22.7234818,-8551,"1,900","$177,000,000 ",12,21,Anne Weiler,Major Chemicals,Iceland,EMEA,AN-100175
1175,b6b85fab-f51e-eb11-a814-000d3a9c7ff2,Abbott LLC  (Minnesota),4 Cordelia Crossing,Birmingham,AL,35220,United States,33.5446,-86.9292,-10185,"3,900","$94,000,000 ",7,40,Spencer Low,Savings Institutions,US-SOUTH,North America,AN-100176
1176,fffffc00-f81e-eb11-a814-000d3a9c7ff2,"Abbott LLC (Philadelphia, Pennsylvania)",70 Gulseth Alley,Ridderkerk,11,2989,Netherlands,51.8530202,4.6175276,-4809,"9,100","$122,000,000 ",12,22,Anne Weiler,Major Pharmaceuticals,Netherlands,EMEA,AN-100177
1177,98169f05-f01e-eb11-a814-000d3a9c7ff2,"Gleason-Kessler (Pentre, United Kingdom)",6219 Hagan Terrace,Priozërsk,,188760,Russia,61.0390194,30.1341099,-10150,"7,600","$176,000,000 ",12,26,Anne Weiler,Medical/Nursing Services,Russia,EMEA,AN-100178
1178,7b8c9a69-f51e-eb11-a814-000d3a9c7ff2,Abbott LLC  (Illinois),10707 Nevada Street,Clanwilliam,,8138,South Africa,-25.8700559,28.158466,-7974,"9,600","$28,000,000 ",12,4,Anne Weiler,Business Services,South Africa,EMEA,AN-100179
1179,835f7a11-de1e-eb11-a814-000d3a9c7ff2,Grimes-Bailey,77542 Calypso Crossing,Göteborg,O,411 10,Sweden,57.7040021,11.9696406,-11392,"2,700","$176,000,000 ",12,37,Anne Weiler,Real Estate Investment Trusts,Sweden,EMEA,AN-100180
1180,b4dd8d2e-f71e-eb11-a814-000d3a9c7ff2,Morissette-Herzog,8 Carpenter Crossing,Umm al Qaywayn,,,United Arab Emirates,25.5204824,55.7133909,957-337-9753,"3,900","$85,000,000 ",12,21,Anne Weiler,Major Chemicals,United Arab Emirates,EMEA,AN-100181
1181,2f6143ef-e61e-eb11-a814-000d3a9c7ff2,Bailey-Hansen,13006 Burrows Crossing,Charlotte,NC,28256,United States,35.26,-80.8042,-2703,"6,400","$49,000,000 ",9,27,David So,Oil & Gas Production,US-SOUTH,North America,AN-100182
1182,a97ec1cb-e51e-eb11-a814-000d3a9c7ff2,Reichel-Lang,5 Canary Road,El Paso,TX,88546,United States,31.6948,-106.3,-10304,"10,000","$26,000,000 ",1,6,Molly Clark,Computer Manufacturing,US-SOUTH,North America,AN-100183
1183,f38391ff-dd1e-eb11-a814-000d3a9c7ff2,Abbott LLC  (Solomon Islands),322 Larry Hill,Merton,ENG,SW19,United Kingdom,51.4255297,-0.2050566,-1124,"4,300","$95,000,000 ",12,22,Anne Weiler,Major Pharmaceuticals,United Kingdom,EMEA,AN-100184
1184,ad2cca22-f91e-eb11-a814-000d3a9c7ff2,Abbott LLC  (Oregon),3327 Thierer Parkway,Walton,ENG,CV35,United Kingdom,52.177639,-1.585418,-6206,"7,100","$190,000,000 ",12,28,Anne Weiler,Oil/Gas Transmission,United Kingdom,EMEA,AN-100185
1185,50f825de-f01e-eb11-a814-000d3a9c7ff2,"Swaniawski-Murray (Nakama, Japan)",836 Sommers Point,Washington,DC,20337,United States,38.8933,-77.0146,-9285,"6,800","$36,000,000 ",7,22,Spencer Low,Major Pharmaceuticals,US-SOUTH,North America,AN-100186
1186,2ccb63d5-e41e-eb11-a814-000d3a9c7ff2,Abbott LLC  (Kentucky),950 Westport Way,Samayac,,10009,Guatemala,14.5802198,-91.4656296,-1610,"2,100","$59,000,000 ",8,0,Sanjay Shah,n/a,Guatemala,LATAM,AN-100187
1187,67999055-e41e-eb11-a814-000d3a9c7ff2,"Jenkins-Bayer (Houston, Texas)",59634 Magdeline Point,London,ENG,W1F,United Kingdom,51.5136143,-0.1365486,-1409,"2,400","$45,000,000 ",12,37,Anne Weiler,Real Estate Investment Trusts,United Kingdom,EMEA,AN-100188
1188,bf4fb68b-e41e-eb11-a814-000d3a9c7ff2,Koch-McClure,562 Mcguire Alley,Milton,SCT,AB56,United Kingdom,57.6727414,-2.955445,-3713,"5,500","$165,000,000 ",12,19,Anne Weiler,Life Insurance,United Kingdom,EMEA,AN-100189
1189,7f3f14ef-f71e-eb11-a814-000d3a9c7ff2,"Harvey Inc (La Roche-sur-Yon, France)",4507 Leroy Drive,Walton,ENG,CV35,United Kingdom,52.177639,-1.585418,-8309,"9,700","$180,000,000 ",12,22,Anne Weiler,Major Pharmaceuticals,United Kingdom,EMEA,AN-100190
1190,169a9d7b-f51e-eb11-a814-000d3a9c7ff2,Roberts-Becker,41147 Elka Alley,Pentre,WLS,SY4,United Kingdom,52.753093,-2.941678,-3548,"7,600","$69,000,000 ",12,0,Anne Weiler,n/a,United Kingdom,EMEA,AN-100191
1191,e3d871ca-f11e-eb11-a814-000d3a9c7ff2,"Johnston LLC (Trondheim, Norway)",79 Welch Crossing,Belfast,NIR,BT2,United Kingdom,54.5940619,-5.9308088,781-877-9475,"4,000","$30,000,000 ",12,22,Anne Weiler,Major Pharmaceuticals,United Kingdom,EMEA,AN-100192
1192,a191a53e-f41e-eb11-a814-000d3a9c7ff2,"Kshlerin-Little (Takahama, Japan)",41889 Ilene Avenue,El Quetzal,,12020,Guatemala,14.6213127,-90.5500942,-1778,"2,700","$176,000,000 ",8,24,Sanjay Shah,Medical Specialities,Guatemala,LATAM,AN-100193
1193,a83a1994-e21e-eb11-a814-000d3a9c7ff2,Abbott LLC  (District of Columbia),84192 Memorial Center,Oxnard,CA,93034,United States,34.0324,-119.1343,-8243,"9,300","$36,000,000 ",11,42,Alicia Thomber,Telecommunications Equipment,US-WEST,North America,AN-100194
