Date,DAY,DaySeq,MONTH,MONTH_NUMBER,RELATIVE_07_DAY_PERIOD,RELATIVE_30_DAY_PERIOD,RELATIVE_DAY,RELATIVE_MONTH,RELATIVE_WEEK,WEEK,YEAR,YEAR_MONTH,YEAR_MONTH_NUMBER,YEAR_WEEK
12/24/2019 0:00,12/24/2019 0:00,358,December,12,-162,-38,1896-11-12 00:00:00,-38,-163,12/21/2019 0:00,2019,12/1/2019 0:00,24239,2019-W52
12/25/2019 0:00,12/25/2019 0:00,359,December,12,-162,-38,1896-11-13 00:00:00,-38,-163,12/21/2019 0:00,2019,12/1/2019 0:00,24239,2019-W52
12/26/2019 0:00,12/26/2019 0:00,360,December,12,-162,-38,1896-11-14 00:00:00,-38,-163,12/21/2019 0:00,2019,12/1/2019 0:00,24239,2019-W52
12/27/2019 0:00,12/27/2019 0:00,361,December,12,-161,-38,1896-11-15 00:00:00,-38,-163,12/21/2019 0:00,2019,12/1/2019 0:00,24239,2019-W52
12/28/2019 0:00,12/28/2019 0:00,362,December,12,-161,-37,1896-11-16 00:00:00,-38,-163,12/21/2019 0:00,2019,12/1/2019 0:00,24239,2019-W52
12/29/2019 0:00,12/29/2019 0:00,363,December,12,-161,-37,1896-11-17 00:00:00,-38,-162,12/28/2019 0:00,2019,12/1/2019 0:00,24239,2019-W53
12/30/2019 0:00,12/30/2019 0:00,364,December,12,-161,-37,1896-11-18 00:00:00,-38,-162,12/28/2019 0:00,2019,12/1/2019 0:00,24239,2019-W53
12/31/2019 0:00,12/31/2019 0:00,365,December,12,-161,-37,1896-11-19 00:00:00,-38,-162,12/28/2019 0:00,2019,12/1/2019 0:00,24239,2019-W53
1/1/2020 0:00,1/1/2020 0:00,366,January,1,-161,-37,1896-11-20 00:00:00,-37,-162,12/28/2019 0:00,2020,1/1/2020 0:00,24240,2020-W01
1/2/2020 0:00,1/2/2020 0:00,367,January,1,-161,-37,1896-11-21 00:00:00,-37,-162,12/28/2019 0:00,2020,1/1/2020 0:00,24240,2020-W01
1/3/2020 0:00,1/3/2020 0:00,368,January,1,-160,-37,1896-11-22 00:00:00,-37,-162,12/28/2019 0:00,2020,1/1/2020 0:00,24240,2020-W01
1/4/2020 0:00,1/4/2020 0:00,369,January,1,-160,-37,1896-11-23 00:00:00,-37,-162,12/28/2019 0:00,2020,1/1/2020 0:00,24240,2020-W01
1/5/2020 0:00,1/5/2020 0:00,370,January,1,-160,-37,1896-11-24 00:00:00,-37,-161,1/4/2020 0:00,2020,1/1/2020 0:00,24240,2020-W02
1/6/2020 0:00,1/6/2020 0:00,371,January,1,-160,-37,1896-11-25 00:00:00,-37,-161,1/4/2020 0:00,2020,1/1/2020 0:00,24240,2020-W02
1/7/2020 0:00,1/7/2020 0:00,372,January,1,-160,-37,1896-11-26 00:00:00,-37,-161,1/4/2020 0:00,2020,1/1/2020 0:00,24240,2020-W02
1/8/2020 0:00,1/8/2020 0:00,373,January,1,-160,-37,1896-11-27 00:00:00,-37,-161,1/4/2020 0:00,2020,1/1/2020 0:00,24240,2020-W02
1/9/2020 0:00,1/9/2020 0:00,374,January,1,-160,-37,1896-11-28 00:00:00,-37,-161,1/4/2020 0:00,2020,1/1/2020 0:00,24240,2020-W02
1/10/2020 0:00,1/10/2020 0:00,375,January,1,-159,-37,1896-11-29 00:00:00,-37,-161,1/4/2020 0:00,2020,1/1/2020 0:00,24240,2020-W02
1/11/2020 0:00,1/11/2020 0:00,376,January,1,-159,-37,1896-11-30 00:00:00,-37,-161,1/4/2020 0:00,2020,1/1/2020 0:00,24240,2020-W02
1/12/2020 0:00,1/12/2020 0:00,377,January,1,-159,-37,1896-12-01 00:00:00,-37,-160,1/11/2020 0:00,2020,1/1/2020 0:00,24240,2020-W03
1/13/2020 0:00,1/13/2020 0:00,378,January,1,-159,-37,1896-12-02 00:00:00,-37,-160,1/11/2020 0:00,2020,1/1/2020 0:00,24240,2020-W03
1/14/2020 0:00,1/14/2020 0:00,379,January,1,-159,-37,1896-12-03 00:00:00,-37,-160,1/11/2020 0:00,2020,1/1/2020 0:00,24240,2020-W03
1/15/2020 0:00,1/15/2020 0:00,380,January,1,-159,-37,1896-12-04 00:00:00,-37,-160,1/11/2020 0:00,2020,1/1/2020 0:00,24240,2020-W03
1/16/2020 0:00,1/16/2020 0:00,381,January,1,-159,-37,1896-12-05 00:00:00,-37,-160,1/11/2020 0:00,2020,1/1/2020 0:00,24240,2020-W03
1/17/2020 0:00,1/17/2020 0:00,382,January,1,-158,-37,1896-12-06 00:00:00,-37,-160,1/11/2020 0:00,2020,1/1/2020 0:00,24240,2020-W03
1/18/2020 0:00,1/18/2020 0:00,383,January,1,-158,-37,1896-12-07 00:00:00,-37,-160,1/11/2020 0:00,2020,1/1/2020 0:00,24240,2020-W03
1/19/2020 0:00,1/19/2020 0:00,384,January,1,-158,-37,1896-12-08 00:00:00,-37,-159,1/18/2020 0:00,2020,1/1/2020 0:00,24240,2020-W04
1/20/2020 0:00,1/20/2020 0:00,385,January,1,-158,-37,1896-12-09 00:00:00,-37,-159,1/18/2020 0:00,2020,1/1/2020 0:00,24240,2020-W04
1/21/2020 0:00,1/21/2020 0:00,386,January,1,-158,-37,1896-12-10 00:00:00,-37,-159,1/18/2020 0:00,2020,1/1/2020 0:00,24240,2020-W04
1/22/2020 0:00,1/22/2020 0:00,387,January,1,-158,-37,1896-12-11 00:00:00,-37,-159,1/18/2020 0:00,2020,1/1/2020 0:00,24240,2020-W04
1/23/2020 0:00,1/23/2020 0:00,388,January,1,-158,-37,1896-12-12 00:00:00,-37,-159,1/18/2020 0:00,2020,1/1/2020 0:00,24240,2020-W04
1/24/2020 0:00,1/24/2020 0:00,389,January,1,-157,-37,1896-12-13 00:00:00,-37,-159,1/18/2020 0:00,2020,1/1/2020 0:00,24240,2020-W04
1/25/2020 0:00,1/25/2020 0:00,390,January,1,-157,-37,1896-12-14 00:00:00,-37,-159,1/18/2020 0:00,2020,1/1/2020 0:00,24240,2020-W04
1/26/2020 0:00,1/26/2020 0:00,391,January,1,-157,-37,1896-12-15 00:00:00,-37,-158,1/25/2020 0:00,2020,1/1/2020 0:00,24240,2020-W05
1/27/2020 0:00,1/27/2020 0:00,392,January,1,-157,-36,1896-12-16 00:00:00,-37,-158,1/25/2020 0:00,2020,1/1/2020 0:00,24240,2020-W05
1/28/2020 0:00,1/28/2020 0:00,393,January,1,-157,-36,1896-12-17 00:00:00,-37,-158,1/25/2020 0:00,2020,1/1/2020 0:00,24240,2020-W05
1/29/2020 0:00,1/29/2020 0:00,394,January,1,-157,-36,1896-12-18 00:00:00,-37,-158,1/25/2020 0:00,2020,1/1/2020 0:00,24240,2020-W05
1/30/2020 0:00,1/30/2020 0:00,395,January,1,-157,-36,1896-12-19 00:00:00,-37,-158,1/25/2020 0:00,2020,1/1/2020 0:00,24240,2020-W05
1/31/2020 0:00,1/31/2020 0:00,396,January,1,-156,-36,1896-12-20 00:00:00,-37,-158,1/25/2020 0:00,2020,1/1/2020 0:00,24240,2020-W05
2/1/2020 0:00,2/1/2020 0:00,397,February,2,-156,-36,1896-12-21 00:00:00,-36,-158,1/25/2020 0:00,2020,2/1/2020 0:00,24241,2020-W05
2/2/2020 0:00,2/2/2020 0:00,398,February,2,-156,-36,1896-12-22 00:00:00,-36,-157,2/1/2020 0:00,2020,2/1/2020 0:00,24241,2020-W06
2/3/2020 0:00,2/3/2020 0:00,399,February,2,-156,-36,1896-12-23 00:00:00,-36,-157,2/1/2020 0:00,2020,2/1/2020 0:00,24241,2020-W06
2/4/2020 0:00,2/4/2020 0:00,400,February,2,-156,-36,1896-12-24 00:00:00,-36,-157,2/1/2020 0:00,2020,2/1/2020 0:00,24241,2020-W06
2/5/2020 0:00,2/5/2020 0:00,401,February,2,-156,-36,1896-12-25 00:00:00,-36,-157,2/1/2020 0:00,2020,2/1/2020 0:00,24241,2020-W06
2/6/2020 0:00,2/6/2020 0:00,402,February,2,-156,-36,1896-12-26 00:00:00,-36,-157,2/1/2020 0:00,2020,2/1/2020 0:00,24241,2020-W06
2/7/2020 0:00,2/7/2020 0:00,403,February,2,-155,-36,1896-12-27 00:00:00,-36,-157,2/1/2020 0:00,2020,2/1/2020 0:00,24241,2020-W06
2/8/2020 0:00,2/8/2020 0:00,404,February,2,-155,-36,1896-12-28 00:00:00,-36,-157,2/1/2020 0:00,2020,2/1/2020 0:00,24241,2020-W06
2/9/2020 0:00,2/9/2020 0:00,405,February,2,-155,-36,1896-12-29 00:00:00,-36,-156,2/8/2020 0:00,2020,2/1/2020 0:00,24241,2020-W07
2/10/2020 0:00,2/10/2020 0:00,406,February,2,-155,-36,1896-12-30 00:00:00,-36,-156,2/8/2020 0:00,2020,2/1/2020 0:00,24241,2020-W07
2/11/2020 0:00,2/11/2020 0:00,407,February,2,-155,-36,1896-12-31 00:00:00,-36,-156,2/8/2020 0:00,2020,2/1/2020 0:00,24241,2020-W07
2/12/2020 0:00,2/12/2020 0:00,408,February,2,-155,-36,1897-01-01 00:00:00,-36,-156,2/8/2020 0:00,2020,2/1/2020 0:00,24241,2020-W07
2/13/2020 0:00,2/13/2020 0:00,409,February,2,-155,-36,1897-01-02 00:00:00,-36,-156,2/8/2020 0:00,2020,2/1/2020 0:00,24241,2020-W07
2/14/2020 0:00,2/14/2020 0:00,410,February,2,-154,-36,1897-01-03 00:00:00,-36,-156,2/8/2020 0:00,2020,2/1/2020 0:00,24241,2020-W07
2/15/2020 0:00,2/15/2020 0:00,411,February,2,-154,-36,1897-01-04 00:00:00,-36,-156,2/8/2020 0:00,2020,2/1/2020 0:00,24241,2020-W07
2/16/2020 0:00,2/16/2020 0:00,412,February,2,-154,-36,1897-01-05 00:00:00,-36,-155,2/15/2020 0:00,2020,2/1/2020 0:00,24241,2020-W08
2/17/2020 0:00,2/17/2020 0:00,413,February,2,-154,-36,1897-01-06 00:00:00,-36,-155,2/15/2020 0:00,2020,2/1/2020 0:00,24241,2020-W08
2/18/2020 0:00,2/18/2020 0:00,414,February,2,-154,-36,1897-01-07 00:00:00,-36,-155,2/15/2020 0:00,2020,2/1/2020 0:00,24241,2020-W08
2/19/2020 0:00,2/19/2020 0:00,415,February,2,-154,-36,1897-01-08 00:00:00,-36,-155,2/15/2020 0:00,2020,2/1/2020 0:00,24241,2020-W08
2/20/2020 0:00,2/20/2020 0:00,416,February,2,-154,-36,1897-01-09 00:00:00,-36,-155,2/15/2020 0:00,2020,2/1/2020 0:00,24241,2020-W08
2/21/2020 0:00,2/21/2020 0:00,417,February,2,-153,-36,1897-01-10 00:00:00,-36,-155,2/15/2020 0:00,2020,2/1/2020 0:00,24241,2020-W08
2/22/2020 0:00,2/22/2020 0:00,418,February,2,-153,-36,1897-01-11 00:00:00,-36,-155,2/15/2020 0:00,2020,2/1/2020 0:00,24241,2020-W08
2/23/2020 0:00,2/23/2020 0:00,419,February,2,-153,-36,1897-01-12 00:00:00,-36,-154,2/22/2020 0:00,2020,2/1/2020 0:00,24241,2020-W09
2/24/2020 0:00,2/24/2020 0:00,420,February,2,-153,-36,1897-01-13 00:00:00,-36,-154,2/22/2020 0:00,2020,2/1/2020 0:00,24241,2020-W09
2/25/2020 0:00,2/25/2020 0:00,421,February,2,-153,-36,1897-01-14 00:00:00,-36,-154,2/22/2020 0:00,2020,2/1/2020 0:00,24241,2020-W09
2/26/2020 0:00,2/26/2020 0:00,422,February,2,-153,-35,1897-01-15 00:00:00,-36,-154,2/22/2020 0:00,2020,2/1/2020 0:00,24241,2020-W09
2/27/2020 0:00,2/27/2020 0:00,423,February,2,-153,-35,1897-01-16 00:00:00,-36,-154,2/22/2020 0:00,2020,2/1/2020 0:00,24241,2020-W09
2/28/2020 0:00,2/28/2020 0:00,424,February,2,-152,-35,1897-01-17 00:00:00,-36,-154,2/22/2020 0:00,2020,2/1/2020 0:00,24241,2020-W09
2/29/2020 0:00,2/29/2020 0:00,425,February,2,-152,-35,1897-01-18 00:00:00,-36,-154,2/22/2020 0:00,2020,2/1/2020 0:00,24241,2020-W09
3/1/2020 0:00,3/1/2020 0:00,426,March,3,-152,-35,1897-01-19 00:00:00,-35,-153,2/29/2020 0:00,2020,3/1/2020 0:00,24242,2020-W10
3/2/2020 0:00,3/2/2020 0:00,427,March,3,-152,-35,1897-01-20 00:00:00,-35,-153,2/29/2020 0:00,2020,3/1/2020 0:00,24242,2020-W10
3/3/2020 0:00,3/3/2020 0:00,428,March,3,-152,-35,1897-01-21 00:00:00,-35,-153,2/29/2020 0:00,2020,3/1/2020 0:00,24242,2020-W10
3/4/2020 0:00,3/4/2020 0:00,429,March,3,-152,-35,1897-01-22 00:00:00,-35,-153,2/29/2020 0:00,2020,3/1/2020 0:00,24242,2020-W10
3/5/2020 0:00,3/5/2020 0:00,430,March,3,-152,-35,1897-01-23 00:00:00,-35,-153,2/29/2020 0:00,2020,3/1/2020 0:00,24242,2020-W10
3/6/2020 0:00,3/6/2020 0:00,431,March,3,-151,-35,1897-01-24 00:00:00,-35,-153,2/29/2020 0:00,2020,3/1/2020 0:00,24242,2020-W10
3/7/2020 0:00,3/7/2020 0:00,432,March,3,-151,-35,1897-01-25 00:00:00,-35,-153,2/29/2020 0:00,2020,3/1/2020 0:00,24242,2020-W10
3/8/2020 0:00,3/8/2020 0:00,433,March,3,-151,-35,1897-01-26 00:00:00,-35,-152,3/7/2020 0:00,2020,3/1/2020 0:00,24242,2020-W11
3/9/2020 0:00,3/9/2020 0:00,434,March,3,-151,-35,1897-01-27 00:00:00,-35,-152,3/7/2020 0:00,2020,3/1/2020 0:00,24242,2020-W11
3/10/2020 0:00,3/10/2020 0:00,435,March,3,-151,-35,1897-01-28 00:00:00,-35,-152,3/7/2020 0:00,2020,3/1/2020 0:00,24242,2020-W11
3/11/2020 0:00,3/11/2020 0:00,436,March,3,-151,-35,1897-01-29 00:00:00,-35,-152,3/7/2020 0:00,2020,3/1/2020 0:00,24242,2020-W11
3/12/2020 0:00,3/12/2020 0:00,437,March,3,-151,-35,1897-01-30 00:00:00,-35,-152,3/7/2020 0:00,2020,3/1/2020 0:00,24242,2020-W11
3/13/2020 0:00,3/13/2020 0:00,438,March,3,-150,-35,1897-01-31 00:00:00,-35,-152,3/7/2020 0:00,2020,3/1/2020 0:00,24242,2020-W11
3/14/2020 0:00,3/14/2020 0:00,439,March,3,-150,-35,1897-02-01 00:00:00,-35,-152,3/7/2020 0:00,2020,3/1/2020 0:00,24242,2020-W11
3/15/2020 0:00,3/15/2020 0:00,440,March,3,-150,-35,1897-02-02 00:00:00,-35,-151,3/14/2020 0:00,2020,3/1/2020 0:00,24242,2020-W12
3/16/2020 0:00,3/16/2020 0:00,441,March,3,-150,-35,1897-02-03 00:00:00,-35,-151,3/14/2020 0:00,2020,3/1/2020 0:00,24242,2020-W12
3/17/2020 0:00,3/17/2020 0:00,442,March,3,-150,-35,1897-02-04 00:00:00,-35,-151,3/14/2020 0:00,2020,3/1/2020 0:00,24242,2020-W12
3/18/2020 0:00,3/18/2020 0:00,443,March,3,-150,-35,1897-02-05 00:00:00,-35,-151,3/14/2020 0:00,2020,3/1/2020 0:00,24242,2020-W12
3/19/2020 0:00,3/19/2020 0:00,444,March,3,-150,-35,1897-02-06 00:00:00,-35,-151,3/14/2020 0:00,2020,3/1/2020 0:00,24242,2020-W12
3/20/2020 0:00,3/20/2020 0:00,445,March,3,-149,-35,1897-02-07 00:00:00,-35,-151,3/14/2020 0:00,2020,3/1/2020 0:00,24242,2020-W12
3/21/2020 0:00,3/21/2020 0:00,446,March,3,-149,-35,1897-02-08 00:00:00,-35,-151,3/14/2020 0:00,2020,3/1/2020 0:00,24242,2020-W12
3/22/2020 0:00,3/22/2020 0:00,447,March,3,-149,-35,1897-02-09 00:00:00,-35,-150,3/21/2020 0:00,2020,3/1/2020 0:00,24242,2020-W13
3/23/2020 0:00,3/23/2020 0:00,448,March,3,-149,-35,1897-02-10 00:00:00,-35,-150,3/21/2020 0:00,2020,3/1/2020 0:00,24242,2020-W13
3/24/2020 0:00,3/24/2020 0:00,449,March,3,-149,-35,1897-02-11 00:00:00,-35,-150,3/21/2020 0:00,2020,3/1/2020 0:00,24242,2020-W13
3/25/2020 0:00,3/25/2020 0:00,450,March,3,-149,-35,1897-02-12 00:00:00,-35,-150,3/21/2020 0:00,2020,3/1/2020 0:00,24242,2020-W13
3/26/2020 0:00,3/26/2020 0:00,451,March,3,-149,-35,1897-02-13 00:00:00,-35,-150,3/21/2020 0:00,2020,3/1/2020 0:00,24242,2020-W13
3/27/2020 0:00,3/27/2020 0:00,452,March,3,-148,-34,1897-02-14 00:00:00,-35,-150,3/21/2020 0:00,2020,3/1/2020 0:00,24242,2020-W13
3/28/2020 0:00,3/28/2020 0:00,453,March,3,-148,-34,1897-02-15 00:00:00,-35,-150,3/21/2020 0:00,2020,3/1/2020 0:00,24242,2020-W13
3/29/2020 0:00,3/29/2020 0:00,454,March,3,-148,-34,1897-02-16 00:00:00,-35,-149,3/28/2020 0:00,2020,3/1/2020 0:00,24242,2020-W14
3/30/2020 0:00,3/30/2020 0:00,455,March,3,-148,-34,1897-02-17 00:00:00,-35,-149,3/28/2020 0:00,2020,3/1/2020 0:00,24242,2020-W14
3/31/2020 0:00,3/31/2020 0:00,456,March,3,-148,-34,1897-02-18 00:00:00,-35,-149,3/28/2020 0:00,2020,3/1/2020 0:00,24242,2020-W14
4/1/2020 0:00,4/1/2020 0:00,457,April,4,-148,-34,1897-02-19 00:00:00,-34,-149,3/28/2020 0:00,2020,4/1/2020 0:00,24243,2020-W14
4/2/2020 0:00,4/2/2020 0:00,458,April,4,-148,-34,1897-02-20 00:00:00,-34,-149,3/28/2020 0:00,2020,4/1/2020 0:00,24243,2020-W14
4/3/2020 0:00,4/3/2020 0:00,459,April,4,-147,-34,1897-02-21 00:00:00,-34,-149,3/28/2020 0:00,2020,4/1/2020 0:00,24243,2020-W14
4/4/2020 0:00,4/4/2020 0:00,460,April,4,-147,-34,1897-02-22 00:00:00,-34,-149,3/28/2020 0:00,2020,4/1/2020 0:00,24243,2020-W14
4/5/2020 0:00,4/5/2020 0:00,461,April,4,-147,-34,1897-02-23 00:00:00,-34,-148,4/4/2020 0:00,2020,4/1/2020 0:00,24243,2020-W15
4/6/2020 0:00,4/6/2020 0:00,462,April,4,-147,-34,1897-02-24 00:00:00,-34,-148,4/4/2020 0:00,2020,4/1/2020 0:00,24243,2020-W15
4/7/2020 0:00,4/7/2020 0:00,463,April,4,-147,-34,1897-02-25 00:00:00,-34,-148,4/4/2020 0:00,2020,4/1/2020 0:00,24243,2020-W15
4/8/2020 0:00,4/8/2020 0:00,464,April,4,-147,-34,1897-02-26 00:00:00,-34,-148,4/4/2020 0:00,2020,4/1/2020 0:00,24243,2020-W15
4/9/2020 0:00,4/9/2020 0:00,465,April,4,-147,-34,1897-02-27 00:00:00,-34,-148,4/4/2020 0:00,2020,4/1/2020 0:00,24243,2020-W15
4/10/2020 0:00,4/10/2020 0:00,466,April,4,-146,-34,1897-02-28 00:00:00,-34,-148,4/4/2020 0:00,2020,4/1/2020 0:00,24243,2020-W15
4/11/2020 0:00,4/11/2020 0:00,467,April,4,-146,-34,1897-03-01 00:00:00,-34,-148,4/4/2020 0:00,2020,4/1/2020 0:00,24243,2020-W15
4/12/2020 0:00,4/12/2020 0:00,468,April,4,-146,-34,1897-03-02 00:00:00,-34,-147,4/11/2020 0:00,2020,4/1/2020 0:00,24243,2020-W16
4/13/2020 0:00,4/13/2020 0:00,469,April,4,-146,-34,1897-03-03 00:00:00,-34,-147,4/11/2020 0:00,2020,4/1/2020 0:00,24243,2020-W16
4/14/2020 0:00,4/14/2020 0:00,470,April,4,-146,-34,1897-03-04 00:00:00,-34,-147,4/11/2020 0:00,2020,4/1/2020 0:00,24243,2020-W16
4/15/2020 0:00,4/15/2020 0:00,471,April,4,-146,-34,1897-03-05 00:00:00,-34,-147,4/11/2020 0:00,2020,4/1/2020 0:00,24243,2020-W16
4/16/2020 0:00,4/16/2020 0:00,472,April,4,-146,-34,1897-03-06 00:00:00,-34,-147,4/11/2020 0:00,2020,4/1/2020 0:00,24243,2020-W16
4/17/2020 0:00,4/17/2020 0:00,473,April,4,-145,-34,1897-03-07 00:00:00,-34,-147,4/11/2020 0:00,2020,4/1/2020 0:00,24243,2020-W16
4/18/2020 0:00,4/18/2020 0:00,474,April,4,-145,-34,1897-03-08 00:00:00,-34,-147,4/11/2020 0:00,2020,4/1/2020 0:00,24243,2020-W16
4/19/2020 0:00,4/19/2020 0:00,475,April,4,-145,-34,1897-03-09 00:00:00,-34,-146,4/18/2020 0:00,2020,4/1/2020 0:00,24243,2020-W17
4/20/2020 0:00,4/20/2020 0:00,476,April,4,-145,-34,1897-03-10 00:00:00,-34,-146,4/18/2020 0:00,2020,4/1/2020 0:00,24243,2020-W17
4/21/2020 0:00,4/21/2020 0:00,477,April,4,-145,-34,1897-03-11 00:00:00,-34,-146,4/18/2020 0:00,2020,4/1/2020 0:00,24243,2020-W17
4/22/2020 0:00,4/22/2020 0:00,478,April,4,-145,-34,1897-03-12 00:00:00,-34,-146,4/18/2020 0:00,2020,4/1/2020 0:00,24243,2020-W17
4/23/2020 0:00,4/23/2020 0:00,479,April,4,-145,-34,1897-03-13 00:00:00,-34,-146,4/18/2020 0:00,2020,4/1/2020 0:00,24243,2020-W17
4/24/2020 0:00,4/24/2020 0:00,480,April,4,-144,-34,1897-03-14 00:00:00,-34,-146,4/18/2020 0:00,2020,4/1/2020 0:00,24243,2020-W17
4/25/2020 0:00,4/25/2020 0:00,481,April,4,-144,-34,1897-03-15 00:00:00,-34,-146,4/18/2020 0:00,2020,4/1/2020 0:00,24243,2020-W17
4/26/2020 0:00,4/26/2020 0:00,482,April,4,-144,-33,1897-03-16 00:00:00,-34,-145,4/25/2020 0:00,2020,4/1/2020 0:00,24243,2020-W18
4/27/2020 0:00,4/27/2020 0:00,483,April,4,-144,-33,1897-03-17 00:00:00,-34,-145,4/25/2020 0:00,2020,4/1/2020 0:00,24243,2020-W18
4/28/2020 0:00,4/28/2020 0:00,484,April,4,-144,-33,1897-03-18 00:00:00,-34,-145,4/25/2020 0:00,2020,4/1/2020 0:00,24243,2020-W18
4/29/2020 0:00,4/29/2020 0:00,485,April,4,-144,-33,1897-03-19 00:00:00,-34,-145,4/25/2020 0:00,2020,4/1/2020 0:00,24243,2020-W18
4/30/2020 0:00,4/30/2020 0:00,486,April,4,-144,-33,1897-03-20 00:00:00,-34,-145,4/25/2020 0:00,2020,4/1/2020 0:00,24243,2020-W18
5/1/2020 0:00,5/1/2020 0:00,487,May,5,-143,-33,1897-03-21 00:00:00,-33,-145,4/25/2020 0:00,2020,5/1/2020 0:00,24244,2020-W18
5/2/2020 0:00,5/2/2020 0:00,488,May,5,-143,-33,1897-03-22 00:00:00,-33,-145,4/25/2020 0:00,2020,5/1/2020 0:00,24244,2020-W18
5/3/2020 0:00,5/3/2020 0:00,489,May,5,-143,-33,1897-03-23 00:00:00,-33,-144,5/2/2020 0:00,2020,5/1/2020 0:00,24244,2020-W19
5/4/2020 0:00,5/4/2020 0:00,490,May,5,-143,-33,1897-03-24 00:00:00,-33,-144,5/2/2020 0:00,2020,5/1/2020 0:00,24244,2020-W19
5/5/2020 0:00,5/5/2020 0:00,491,May,5,-143,-33,1897-03-25 00:00:00,-33,-144,5/2/2020 0:00,2020,5/1/2020 0:00,24244,2020-W19
5/6/2020 0:00,5/6/2020 0:00,492,May,5,-143,-33,1897-03-26 00:00:00,-33,-144,5/2/2020 0:00,2020,5/1/2020 0:00,24244,2020-W19
5/7/2020 0:00,5/7/2020 0:00,493,May,5,-143,-33,1897-03-27 00:00:00,-33,-144,5/2/2020 0:00,2020,5/1/2020 0:00,24244,2020-W19
5/8/2020 0:00,5/8/2020 0:00,494,May,5,-142,-33,1897-03-28 00:00:00,-33,-144,5/2/2020 0:00,2020,5/1/2020 0:00,24244,2020-W19
5/9/2020 0:00,5/9/2020 0:00,495,May,5,-142,-33,1897-03-29 00:00:00,-33,-144,5/2/2020 0:00,2020,5/1/2020 0:00,24244,2020-W19
5/10/2020 0:00,5/10/2020 0:00,496,May,5,-142,-33,1897-03-30 00:00:00,-33,-143,5/9/2020 0:00,2020,5/1/2020 0:00,24244,2020-W20
5/11/2020 0:00,5/11/2020 0:00,497,May,5,-142,-33,1897-03-31 00:00:00,-33,-143,5/9/2020 0:00,2020,5/1/2020 0:00,24244,2020-W20
5/12/2020 0:00,5/12/2020 0:00,498,May,5,-142,-33,1897-04-01 00:00:00,-33,-143,5/9/2020 0:00,2020,5/1/2020 0:00,24244,2020-W20
5/13/2020 0:00,5/13/2020 0:00,499,May,5,-142,-33,1897-04-02 00:00:00,-33,-143,5/9/2020 0:00,2020,5/1/2020 0:00,24244,2020-W20
5/14/2020 0:00,5/14/2020 0:00,500,May,5,-142,-33,1897-04-03 00:00:00,-33,-143,5/9/2020 0:00,2020,5/1/2020 0:00,24244,2020-W20
5/15/2020 0:00,5/15/2020 0:00,501,May,5,-141,-33,1897-04-04 00:00:00,-33,-143,5/9/2020 0:00,2020,5/1/2020 0:00,24244,2020-W20
5/16/2020 0:00,5/16/2020 0:00,502,May,5,-141,-33,1897-04-05 00:00:00,-33,-143,5/9/2020 0:00,2020,5/1/2020 0:00,24244,2020-W20
5/17/2020 0:00,5/17/2020 0:00,503,May,5,-141,-33,1897-04-06 00:00:00,-33,-142,5/16/2020 0:00,2020,5/1/2020 0:00,24244,2020-W21
5/18/2020 0:00,5/18/2020 0:00,504,May,5,-141,-33,1897-04-07 00:00:00,-33,-142,5/16/2020 0:00,2020,5/1/2020 0:00,24244,2020-W21
5/19/2020 0:00,5/19/2020 0:00,505,May,5,-141,-33,1897-04-08 00:00:00,-33,-142,5/16/2020 0:00,2020,5/1/2020 0:00,24244,2020-W21
5/20/2020 0:00,5/20/2020 0:00,506,May,5,-141,-33,1897-04-09 00:00:00,-33,-142,5/16/2020 0:00,2020,5/1/2020 0:00,24244,2020-W21
5/21/2020 0:00,5/21/2020 0:00,507,May,5,-141,-33,1897-04-10 00:00:00,-33,-142,5/16/2020 0:00,2020,5/1/2020 0:00,24244,2020-W21
5/22/2020 0:00,5/22/2020 0:00,508,May,5,-140,-33,1897-04-11 00:00:00,-33,-142,5/16/2020 0:00,2020,5/1/2020 0:00,24244,2020-W21
5/23/2020 0:00,5/23/2020 0:00,509,May,5,-140,-33,1897-04-12 00:00:00,-33,-142,5/16/2020 0:00,2020,5/1/2020 0:00,24244,2020-W21
5/24/2020 0:00,5/24/2020 0:00,510,May,5,-140,-33,1897-04-13 00:00:00,-33,-141,5/23/2020 0:00,2020,5/1/2020 0:00,24244,2020-W22
5/25/2020 0:00,5/25/2020 0:00,511,May,5,-140,-33,1897-04-14 00:00:00,-33,-141,5/23/2020 0:00,2020,5/1/2020 0:00,24244,2020-W22
5/26/2020 0:00,5/26/2020 0:00,512,May,5,-140,-32,1897-04-15 00:00:00,-33,-141,5/23/2020 0:00,2020,5/1/2020 0:00,24244,2020-W22
5/27/2020 0:00,5/27/2020 0:00,513,May,5,-140,-32,1897-04-16 00:00:00,-33,-141,5/23/2020 0:00,2020,5/1/2020 0:00,24244,2020-W22
5/28/2020 0:00,5/28/2020 0:00,514,May,5,-140,-32,1897-04-17 00:00:00,-33,-141,5/23/2020 0:00,2020,5/1/2020 0:00,24244,2020-W22
5/29/2020 0:00,5/29/2020 0:00,515,May,5,-139,-32,1897-04-18 00:00:00,-33,-141,5/23/2020 0:00,2020,5/1/2020 0:00,24244,2020-W22
5/30/2020 0:00,5/30/2020 0:00,516,May,5,-139,-32,1897-04-19 00:00:00,-33,-141,5/23/2020 0:00,2020,5/1/2020 0:00,24244,2020-W22
